,open,high,low,close,simple_return,log_return,cum_return,equity_curve,rolling_peak,drawdown,SMA_20,SMA_50,signal,position,rolling_vol,position_size,strategy_return,equity,buy_hold,vol_regime,regime
2007-02-02,1.3022,1.3064,1.2951,1.2961,-0.0046079410183549,-0.0046185903053532,0.0017777090740453,1.0017777090740454,1.0073427113927962,,,,0,0.0,,,,,1.0017777090740456,Low Volatility,Low Volatility
2007-02-05,1.296,1.2966,1.2913,1.2928,-0.0025460998379754,-0.0025493466624984,-0.0007729169887155,0.9992270830112844,1.0073427113927962,,,,0,0.0,,,,,0.9992270830112848,Low Volatility,Low Volatility
2007-02-06,1.2928,1.299,1.2912,1.2983,0.0042543316831684,0.0042453075993769,0.0034781264492194,1.0034781264492194,1.0073427113927962,,,,0,0.0,,,,,1.0034781264492196,Low Volatility,Low Volatility
2007-02-07,1.2983,1.3024,1.2966,1.3012,0.0022336902102748,0.0022311992329885,0.005719585716494,1.005719585716494,1.0073427113927962,,,,0,0.0,,,,,1.0057195857164942,Low Volatility,Low Volatility
2007-02-08,1.301,1.3041,1.2975,1.304,0.0021518598217031,0.002149547887402,0.0078837532848972,1.0078837532848972,1.0078837532848972,,,,0,0.0,,,,,1.0078837532848974,Low Volatility,Low Volatility
2007-02-09,1.3041,1.3044,1.2982,1.3005,-0.0026840490797546,-0.002687657597892,0.0051785438243932,1.0051785438243932,1.0078837532848972,,,,0,0.0,,,,,1.0051785438243934,Low Volatility,Low Volatility
2007-02-12,1.2991,1.3036,1.294,1.2966,-0.0029988465974625,-0.0030033521478109,0.0021641675684029,1.002164167568403,1.0078837532848972,,,,0,0.0,,,,,1.0021641675684032,Low Volatility,Low Volatility
2007-02-13,1.2966,1.3043,1.2954,1.3037,0.0054758599413853,0.0054609219278379,0.0076518781882826,1.0076518781882826,1.0078837532848972,,1.297825,,0,0.0,,,,,1.0076518781882828,Low Volatility,Low Volatility
2007-02-14,1.3038,1.3149,1.3024,1.3129,0.0070568382296538,0.0070320552713313,0.0147627144844642,1.0147627144844642,1.0147627144844642,0.0,1.29878,,0,0.0,0.003599359927957459,2.7782717483535286,0.0,1.0,1.0147627144844644,Low Volatility,Low Volatility
2007-02-15,1.3129,1.3171,1.3118,1.314,0.0008378398964126,0.0008374891044912,0.0156129231720512,1.0156129231720512,1.0156129231720512,0.0,1.299665,,0,0.0,0.0035885689662875702,2.786626115853962,0.0,1.0,1.0156129231720514,Low Volatility,Low Volatility
2007-02-16,1.314,1.3146,1.3094,1.3137,-0.0002283105022831,-0.0002283365690934,0.0153810480754366,1.0153810480754366,1.0156129231720512,0.0,1.300545,,0,0.0,0.0035895176016376195,2.785889668137516,-0.0,1.0,1.0153810480754368,Low Volatility,Low Volatility
2007-02-19,1.3146,1.3163,1.3122,1.3155,0.0013701758392326,0.0013692380048849,0.0167722986551241,1.0167722986551242,1.0167722986551242,0.0,1.301575,,0,0.0,0.0035721048087561202,2.7994699303020183,0.0,1.0,1.0167722986551244,Low Volatility,Low Volatility
2007-02-20,1.3155,1.3189,1.3129,1.3137,-0.0013683010262256,-0.0013692380048849,0.0153810480754366,1.0153810480754366,1.0167722986551242,0.0,1.30213,,0,0.0,0.003386615850528396,2.952800211585779,-0.0,1.0,1.0153810480754368,Low Volatility,Low Volatility
2007-02-21,1.3132,1.3165,1.3111,1.3139,0.0001522417599146,0.000152230172314,0.0155356314731796,1.0155356314731796,1.0167722986551242,0.0,1.302975,,0,0.0,0.003200641964316837,3.0,0.0,1.0,1.0155356314731798,Low Volatility,Low Volatility
2007-02-22,1.314,1.3144,1.3081,1.3125,-0.0010655301012254,-0.0010660981819977,0.0144535476889779,1.014453547688978,1.0167722986551242,0.0,1.303945,,0,0.0,0.0031120333179845577,3.0,-0.0,1.0,1.0144535476889782,Low Volatility,Low Volatility
2007-02-23,1.3124,1.3188,1.3103,1.3165,0.0030476190476189,0.0030429844705852,0.0175452156438395,1.0175452156438396,1.0175452156438396,0.0,1.305195,,0,0.0,0.0031155520085704275,3.0,0.0,1.0,1.0175452156438398,Low Volatility,Low Volatility
2007-02-26,1.3168,1.3198,1.315,1.3188,0.0017470565894417,0.0017455322612119,0.0193229247178849,1.019322924717885,1.019322924717885,0.0,1.30635,,0,0.0,0.003075287786941427,3.0,0.0,1.0,1.0193229247178852,Low Volatility,Low Volatility
2007-02-27,1.3187,1.3259,1.316,1.3239,0.003867151956324,0.0038596937460353,0.0232648013603335,1.0232648013603336,1.0232648013603336,0.0,1.3077,,0,0.0,0.003146672142376485,3.0,0.0,1.0,1.0232648013603338,Low Volatility,Low Volatility
2007-02-28,1.324,1.3241,1.318,1.3225,-0.0010574816829066,-0.0010580412111568,0.0221827175761319,1.022182717576132,1.0232648013603336,0.0,1.3086600000000002,,0,0.0,0.0030392993151903396,3.0,-0.0,1.0,1.0221827175761322,Low Volatility,Low Volatility
2007-03-01,1.3226,1.3239,1.3161,1.3186,-0.0029489603024575,-0.0029533170532552,0.0191683413201417,1.0191683413201418,1.0232648013603336,0.0,1.309485,,0,0.0,0.0031299688417490636,3.0,-0.0,1.0,1.019168341320142,Low Volatility,Low Volatility
2007-03-02,1.3184,1.3201,1.3143,1.3191,0.0003791900500529,0.0003791181756746,0.0195547998144993,1.0195547998144994,1.0232648013603336,0.0,1.310635,,0,0.0,0.002878927450752766,3.0,0.0,1.0,1.0195547998144996,Low Volatility,Low Volatility
2007-03-05,1.32,1.3211,1.3072,1.3088,-0.0078083541808808,-0.0078389990063914,0.0115937548307305,1.0115937548307306,1.0232648013603336,0.0,1.311435,,0,0.0,0.003401865994277077,2.939563174100007,-0.0,1.0,1.011593754830731,Low Volatility,Low Volatility
2007-03-06,1.3091,1.313,1.308,1.3127,0.0029798288508557,0.0029753979608791,0.0146081310867207,1.0146081310867208,1.0232648013603336,0.0,1.312155,,0,0.0,0.0033416206847694287,2.9925598813708563,0.0,1.0,1.0146081310867212,Low Volatility,Low Volatility
2007-03-07,1.3127,1.3185,1.3109,1.3176,0.0037327645311191,0.0037258150540689,0.0183954243314263,1.0183954243314264,1.0232648013603336,0.0,1.312975,,0,0.0,0.0033975536746397943,2.9432941927135827,0.0,1.0,1.0183954243314268,Low Volatility,Low Volatility
2007-03-08,1.3178,1.3182,1.3117,1.313,-0.003491196114147,-0.0034973045606345,0.0148400061833353,1.0148400061833354,1.0232648013603336,0.0,1.313425,,0,0.0,0.003497531631980176,2.8591592735183817,-0.0,1.0,1.0148400061833358,Low Volatility,Low Volatility
2007-03-09,1.313,1.3159,1.3087,1.3114,-0.0012185833968012,-0.0012193264732771,0.0136033390013907,1.0136033390013908,1.0232648013603336,0.0,1.31397,,0,0.0,0.003445592893830556,2.902258133253444,-0.0,1.0,1.0136033390013912,Low Volatility,Low Volatility
2007-03-12,1.3126,1.3199,1.3109,1.3189,0.0057190788470338,0.0057027870023201,0.0194002164167563,1.0194002164167564,1.0232648013603336,0.0,1.315085,,0,0.0,0.0035400604291762274,2.824810536448103,0.0,1.0,1.0194002164167568,Low Volatility,Low Volatility
2007-03-13,1.3188,1.3221,1.3156,1.3195,0.000454924558344,0.0004548211115396,0.0198639666099855,1.0198639666099856,1.0232648013603336,0.0,1.315875,,0,0.0,0.0033693305794020973,2.96794860710122,0.0,1.0,1.019863966609986,Low Volatility,Low Volatility
2007-03-14,1.3196,1.3244,1.3176,1.3224,0.0021978021978021,0.0021953905634356,0.0221054258772601,1.0221054258772602,1.0232648013603336,0.0,1.31635,,0,0.0,0.003038817742657166,3.0,0.0,1.0,1.0221054258772606,Low Volatility,Low Volatility
2007-03-15,1.3222,1.325,1.3193,1.3237,0.0009830611010284,0.0009825782129106,0.0231102179625901,1.0231102179625902,1.0232648013603336,0.0,1.316835,,0,0.0,0.003040180351600952,3.0,0.0,1.0,1.0231102179625906,Low Volatility,Low Volatility
2007-03-16,1.3237,1.3339,1.3231,1.3315,0.0058925738460375,0.0058752805342617,0.0291389704745703,1.0291389704745704,1.0291389704745704,0.0,1.317725,,0,0.0,0.0032755214863737525,3.0,0.0,1.0,1.0291389704745708,Low Volatility,Low Volatility
2007-03-19,1.3316,1.3325,1.3279,1.3302,-0.0009763424708973,-0.000976819403666,0.0281341783892403,1.0281341783892404,1.0291389704745704,0.0,1.3184600000000002,,0,0.0,0.003291419476618931,3.0,-0.0,1.0,1.028134178389241,Low Volatility,Low Volatility
2007-03-20,1.3304,1.3322,1.3271,1.3317,0.001127649977447,0.0011270146577785,0.0292935538723135,1.0292935538723136,1.0292935538723136,0.0,1.31936,,0,0.0,0.003261604108267278,3.0,0.0,1.0,1.0292935538723142,Low Volatility,Low Volatility
2007-03-21,1.3317,1.3389,1.3289,1.338,0.0047307952241495,0.0047196401800744,0.0341629309012205,1.0341629309012206,1.0341629309012206,0.0,1.320565,,0,0.0,0.003380695967291579,2.957970813332685,0.0,1.0,1.0341629309012212,Low Volatility,Low Volatility
2007-03-22,1.3382,1.341,1.331,1.333,-0.0037369207772796,-0.0037439205094651,0.0302983459576433,1.0302983459576434,1.0341629309012206,0.0,1.32159,,0,0.0,0.0035132245891415295,2.846387911238985,-0.0,1.0,1.030298345957644,Low Volatility,Low Volatility
2007-03-23,1.333,1.3342,1.328,1.3283,-0.0035258814703675,-0.003532112040251,0.0266656361106809,1.026665636110681,1.0341629309012206,0.0,1.32218,,0,0.0,0.003596521738466755,2.78046421714752,-0.0,1.0,1.0266656361106816,Low Volatility,Low Volatility
2007-03-26,1.3283,1.3346,1.3254,1.333,0.003538357298803,0.003532112040251,0.0302983459576433,1.0302983459576434,1.0341629309012206,0.0,1.32289,,0,0.0,0.0036523311543571226,2.7379773567548216,0.0,1.0,1.030298345957644,Low Volatility,Low Volatility
2007-03-27,1.3329,1.3363,1.3321,1.335,0.0015003750937734,0.0014992506556412,0.0318441799350741,1.0318441799350742,1.0341629309012206,0.0,1.323445,1.311616,1,0.0,0.0035764770356452747,2.7960475910607325,0.0,1.0,1.0318441799350748,Low Volatility,Low Volatility
2007-03-28,1.3359,1.3373,1.3308,1.3313,-0.0027715355805243,-0.0027753833964784,0.0289843870768271,1.0289843870768272,1.0341629309012206,-0.0076268638780645,1.323885,1.312366,1,1.0,0.003633912476785442,2.7518549397882026,-0.0076268638780645,0.9923731361219356,1.0289843870768278,Low Volatility,Low Volatility
2007-03-29,1.3312,1.3352,1.3302,1.333,0.0012769473447007,0.0012761327408372,0.0302983459576433,1.0302983459576434,1.0341629309012206,-0.0040620148808416,1.324605,1.3130999999999995,1,1.0,0.003554731889374343,2.813151683785656,0.0035922465728503,0.9959379851191584,1.030298345957644,Low Volatility,Low Volatility
2007-03-30,1.3332,1.3399,1.3287,1.3352,0.0016504126031506,0.0016490521689165,0.0319987633328171,1.0319987633328171,1.0341629309012206,0.0,1.3254100000000002,1.3138819999999998,1,1.0,0.0035628873180041745,2.80671239572115,0.0046322335113172,1.000551402429021,1.0319987633328178,Low Volatility,Low Volatility
2007-04-02,1.3373,1.3381,1.3331,1.3365,0.0009736369083284,0.0009731632313484,0.0330035554181473,1.0330035554181474,1.0341629309012206,0.0,1.326795,1.314714,1,1.0,0.002960685952832654,3.0,0.0029209107249852,1.0034739237512749,1.033003555418148,Low Volatility,Low Volatility
2007-04-03,1.3368,1.338,1.332,1.333,-0.0026187803965582,-0.0026222154002651,0.0302983459576433,1.0302983459576434,1.0341629309012206,-0.0078563411896745,1.32781,1.315322,1,1.0,0.0030326051662656734,3.0,-0.0078563411896746,0.9955902902313434,1.030298345957644,Low Volatility,Low Volatility
2007-04-04,1.3332,1.338,1.3319,1.3368,0.0028507126781696,0.0028466571024753,0.0332354305147619,1.033235430514762,1.0341629309012206,0.0,1.32877,1.316118,1,1.0,0.0029934413473007427,3.0,0.0085521380345088,1.0041047158192185,1.0332354305147626,Low Volatility,Low Volatility
2007-04-05,1.3366,1.3441,1.3352,1.3429,0.0045631358467983,0.0045527563059456,0.0379502241459259,1.037950224145926,1.037950224145926,0.0,1.330265,1.317114,1,1.0,0.0029372249227383727,3.0,0.0136894075403949,1.0178503144873,1.0379502241459266,Low Volatility,Low Volatility
2007-04-06,1.3429,1.3432,1.3363,1.3378,-0.0037977511356019,-0.0038049809028218,0.0340083475034773,1.0340083475034774,1.037950224145926,-0.0113932534068056,1.331585,1.31804,1,1.0,0.0030980107532955293,3.0,-0.0113932534068057,1.0062536879241497,1.0340083475034785,Low Volatility,Low Volatility
2007-04-09,1.3373,1.3378,1.334,1.3353,-0.0018687397219316,-0.0018704879943894,0.0320760550316887,1.0320760550316888,1.037950224145926,-0.0169355994969905,1.332405,1.3188319999999998,1,1.0,0.002951016121338252,3.0,-0.0056062191657948,1.0006124092132571,1.0320760550316896,Low Volatility,Low Volatility
2007-04-10,1.3354,1.3455,1.3349,1.3439,0.0064405002621135,0.0064198488631002,0.0387231411346413,1.0387231411346414,1.0387231411346414,0.0,1.333625,1.3197720000000002,1,1.0,0.003224041665939358,3.0,0.0193215007863405,1.0199457426646934,1.0387231411346425,Low Volatility,Low Volatility
2007-04-11,1.3439,1.3441,1.3407,1.343,-0.0006696926854677,-0.000669917029781,0.0380275158447973,1.0380275158447974,1.0387231411346414,-0.002009078056403,1.334655,1.320566,1,1.0,0.0032280536066375807,3.0,-0.0020090780564031,1.017896592054384,1.0380275158447985,Low Volatility,Low Volatility
2007-04-12,1.343,1.3503,1.3429,1.3481,0.0037974683544304,0.0037902761737808,0.0419693924872459,1.041969392487246,1.041969392487246,0.0,1.335875,1.3214860000000002,1,1.0,0.00329804295088126,3.0,0.0113924050632912,1.0294928823436114,1.041969392487247,Low Volatility,Low Volatility
2007-04-13,1.3483,1.3551,1.3481,1.3527,0.0034122097767228,0.0034064013981298,0.0455248106353369,1.045524810635337,1.045524810635337,0.0,1.336935,1.3226180000000003,1,1.0,0.0031442172739437964,3.0,0.0102366293301684,1.0400314193782094,1.045524810635338,Low Volatility,Low Volatility
2007-04-16,1.3541,1.3576,1.353,1.3534,0.0005174835514156,0.0005173497029769,0.0460658525274377,1.0460658525274378,1.0460658525274378,0.0,1.3380949999999998,1.32383,1,1.0,0.0031175584473078816,3.0,0.0015524506542468,1.0416460168356605,1.0460658525274389,Low Volatility,Low Volatility
2007-04-17,1.3534,1.3593,1.3522,1.3566,0.0023644155460322,0.002361624713854,0.0485391868913271,1.0485391868913272,1.0485391868913272,0.0,1.33934,1.3249959999999998,1,1.0,0.0031351642869201497,3.0,0.0070932466380965,1.0490346689426666,1.0485391868913283,Low Volatility,Low Volatility
2007-04-18,1.3566,1.3615,1.3545,1.3606,0.0029485478401887,0.0029442093989812,0.0516308548461887,1.0516308548461888,1.0516308548461888,0.0,1.34047,1.326184,1,1.0,0.0030455347499301908,3.0,0.0088456435205661,1.0583140556648485,1.05163085484619,Low Volatility,Low Volatility
2007-04-19,1.3608,1.3619,1.356,1.3611,0.0003674849331176,0.0003674174270674,0.0520173133405463,1.0520173133405464,1.0520173133405464,0.0,1.3418750000000002,1.327326,1,1.0,0.0028529272722334882,3.0,0.0011024547993528,1.0594807990747388,1.0520173133405477,Low Volatility,Low Volatility
2007-04-20,1.361,1.3637,1.3586,1.3588,-0.0016898097127323,-0.001691239051599,0.0502396042665009,1.050239604266501,1.0520173133405464,-0.0050694291381968,1.3434,1.328492,1,1.0,0.0027246757608979,3.0,-0.0050694291381969,1.0541098362405492,1.050239604266502,Low Volatility,Low Volatility
2007-04-23,1.3594,1.3607,1.3542,1.3576,-0.0008831321754489,-0.0008835223664123,0.0493121038800423,1.0493121038800424,1.0520173133405464,-0.0077053947365942,1.34463,1.329712,1,1.0,0.0026990281379602726,3.0,-0.0026493965263466,1.0513170813020256,1.0493121038800437,Low Volatility,Low Volatility
2007-04-24,1.3575,1.3643,1.3547,1.3636,0.0044195639363582,0.0044098263437314,0.0539496058123347,1.0539496058123348,1.0539496058123348,0.0,1.34606,1.3309099999999998,1,1.0,0.00280886637188551,3.0,0.0132586918090745,1.065256170476625,1.053949605812336,Low Volatility,Low Volatility
2007-04-25,1.3639,1.3665,1.3621,1.3637,7.333528894104546e-05,7.33326000402035e-05,0.0540268975112063,1.0540268975112064,1.0540268975112064,0.0,1.34768,1.331926,1,1.0,0.002673155229840067,3.0,0.0002200058668231,1.0654905330837994,1.0540268975112077,Low Volatility,Low Volatility
2007-04-26,1.3636,1.3654,1.3584,1.3602,-0.0025665468944781,-0.0025698461222497,0.0513216880507025,1.0513216880507026,1.0540268975112064,-0.0076996406834342,1.34904,1.33285,1,1.0,0.0028028268449303653,3.0,-0.0076996406834342,1.057286638827453,1.051321688050704,Low Volatility,Low Volatility
2007-04-27,1.3598,1.3678,1.3586,1.3649,0.003455374209675,0.0034494181206114,0.0549543978976649,1.054954397897665,1.054954397897665,0.0,1.350525,1.3338740000000002,1,1.0,0.0028529994997491845,3.0,0.0103661226290249,1.0682466017795684,1.0549543978976663,Low Volatility,Low Volatility
2007-04-30,1.3631,1.3679,1.3589,1.3646,-0.0002197963220748,-0.0002198204808264,0.0547225228010503,1.0547225228010504,1.054954397897665,-0.0006593889662244,1.35193,1.334856,1,1.0,0.00286831941051843,3.0,-0.0006593889662244,1.0675422117571485,1.0547225228010515,Low Volatility,Low Volatility
2007-05-01,1.3647,1.3673,1.3591,1.3604,-0.003077825003664,-0.0030825712482828,0.0514762714484458,1.0514762714484458,1.054954397897665,-0.0098867755256743,1.3533,1.3357899999999998,1,1.0,0.0029008306188280414,3.0,-0.009233475010992,1.0576850874217094,1.0514762714484471,Low Volatility,Low Volatility
2007-05-02,1.3602,1.3613,1.3561,1.3592,-0.0008820935019112,-0.0008824827753181,0.0505487710619871,1.0505487710619872,1.054954397897665,-0.0125068928500697,1.35442,1.336696,1,1.0,0.0028970501734093303,3.0,-0.0026462805057336,1.0548861559936602,1.0505487710619887,Low Volatility,Low Volatility
2007-05-03,1.3591,1.362,1.3546,1.355,-0.0030900529723366,-0.0030948370439209,0.0473025197093823,1.0473025197093824,1.054954397897665,-0.0216611108828013,1.355025,1.337546,1,1.0,0.002884137525228237,3.0,-0.0092701589170098,1.0451071936882457,1.047302519709384,Low Volatility,Low Volatility
2007-05-04,1.3551,1.3609,1.3533,1.359,0.0029520295202951,0.0029476808373423,0.0503941876642439,1.050394187664244,1.054954397897665,-0.0129968550382213,1.356085,1.338396,1,1.0,0.0027525216696394077,3.0,0.0088560885608853,1.0543627555511668,1.0503941876642455,Low Volatility,Low Volatility
2007-05-07,1.36,1.3626,1.3591,1.3601,0.0008094186902134,0.000809091287564,0.0512443963518309,1.051244396351831,1.054954397897665,-0.010600158659727,1.357325,1.339222,1,1.0,0.002680571373570595,3.0,0.0024282560706402,1.0569230183129907,1.0512443963518328,Low Volatility,Low Volatility
2007-05-08,1.36,1.3621,1.3516,1.3543,-0.0042643923240938,-0.004273510777382,0.0467614778172815,1.0467614778172816,1.054954397897665,-0.0232577259263404,1.357845,1.33983,1,1.0,0.0025882375864021536,3.0,-0.0127931769722814,1.0434016150936347,1.0467614778172831,Low Volatility,Low Volatility
2007-05-09,1.3543,1.3566,1.3519,1.3527,-0.0011814221368973,-0.0011821205661774,0.0455248106353369,1.045524810635337,1.054954397897665,-0.0267195607602425,1.35833,1.340434,1,1.0,0.00260174533380228,3.0,-0.0035442664106919,1.0397035217963966,1.0455248106353388,Low Volatility,Low Volatility
2007-05-10,1.3527,1.3563,1.3465,1.3479,-0.0035484586382789,-0.0035547693509241,0.0418148090895031,1.0418148090895032,1.054954397897665,-0.0370804969065071,1.35832,1.34102,1,1.0,0.002609899787474827,3.0,-0.0106453759148367,1.0286354869668943,1.041814809089505,Low Volatility,Low Volatility
2007-05-11,1.3481,1.3531,1.3463,1.3522,0.003190147637065,0.0031850699123535,0.0451383521409793,1.0451383521409794,1.054954397897665,-0.0278649307740747,1.358295,1.3416819999999998,1,1.0,0.0025950307168351606,3.0,0.009570442911195,1.03847998417134,1.0451383521409812,Low Volatility,Low Volatility
2007-05-14,1.3526,1.3558,1.3524,1.3545,0.0017009318148202,0.0016994868685722,0.0469160612150247,1.0469160612150248,1.054954397897665,-0.0229043243714281,1.3583500000000002,1.342596,1,1.0,0.0026211793018625714,3.0,0.0051027954444606,1.043779135103733,1.0469160612150266,Low Volatility,Low Volatility
2007-05-15,1.3542,1.3608,1.3527,1.359,0.0033222591362125,0.0033167526259938,0.0503941876642439,1.050394187664244,1.054954397897665,-0.0131658292654958,1.35847,1.343522,1,1.0,0.002674027492401029,3.0,0.0099667774086375,1.0541822494070925,1.0503941876642455,Low Volatility,Low Volatility
2007-05-16,1.3591,1.361,1.3503,1.3515,-0.0055187637969095,-0.0055340484346414,0.0445973102488783,1.0445973102488784,1.054954397897665,-0.0295041433505041,1.358015,1.3441999999999998,1,1.0,0.0028616366075951086,3.0,-0.0165562913907285,1.0367289009069751,1.04459731024888,Low Volatility,Low Volatility
2007-05-17,1.3517,1.3543,1.3476,1.3494,-0.0015538290788013,-0.0015550375231772,0.0429741845725759,1.042974184572576,1.054954397897665,-0.0340280973992586,1.35743,1.344928,1,1.0,0.002869172974207391,3.0,-0.0046614872364039,1.0318962023677862,1.0429741845725775,Low Volatility,Low Volatility
2007-05-18,1.3493,1.3521,1.3465,1.3508,0.0010374981473246,0.0010369603180875,0.0440562683567775,1.0440562683567776,1.054954397897665,-0.0310215152213109,1.35703,1.345716,1,1.0,0.0028708391960796118,3.0,0.0031124944419738,1.0351079735623498,1.0440562683567791,Low Volatility,Low Volatility
2007-05-21,1.3519,1.353,1.3437,1.3468,-0.0029612081729345,-0.0029656012244932,0.0409646004019159,1.040964600401916,1.054954397897665,-0.0396295562468839,1.35649,1.346274,1,1.0,0.0029303755055307933,3.0,-0.0088836245188035,1.0259124629888023,1.0409646004019175,Low Volatility,Low Volatility
2007-05-22,1.3467,1.3475,1.3438,1.3447,-0.0015592515592515,-0.0015604684570951,0.0393414747256135,1.0393414747256136,1.054954397897665,-0.0441219335825274,1.355545,1.3467779999999998,1,1.0,0.0027100278243090093,3.0,-0.0046777546777544,1.0211134961660897,1.039341474725615,Low Volatility,Low Volatility
2007-05-23,1.3448,1.3501,1.3416,1.346,0.0009667583847698,0.0009662913748489,0.0403462668109435,1.0403462668109436,1.054954397897665,-0.0413496241759474,1.35466,1.3472499999999998,1,1.0,0.0027306294481935015,3.0,0.0029002751543094,1.0240750062687505,1.040346266810945,Low Volatility,Low Volatility
2007-05-24,1.3458,1.3462,1.3415,1.3428,-0.0023774145616642,-0.0023802450987933,0.0378729324470541,1.037872932447054,1.054954397897665,-0.0481869522650342,1.35379,1.347632,1,1.0,0.0027239601895431226,3.0,-0.0071322436849926,1.0167710537723311,1.037872932447056,Low Volatility,Low Volatility
2007-05-25,1.3428,1.3472,1.3411,1.3442,0.0010425975573429,0.0010420544299856,0.0389550162312557,1.0389550162312555,1.054954397897665,-0.0452098783891873,1.3527550000000002,1.347886,1,1.0,0.0025828092762442377,3.0,0.0031277926720287,1.0199513028234517,1.0389550162312575,Low Volatility,Low Volatility
2007-05-28,1.3449,1.3461,1.3445,1.3451,0.0006695432227346,0.0006693191786702,0.0396506415210995,1.0396506415210995,1.054954397897665,-0.0432920586240119,1.35178,1.348184,1,1.0,0.0026002079197391128,3.0,0.0020086296682038,1.0220000072704258,1.039650641521101,Low Volatility,Low Volatility
2007-05-29,1.3451,1.3519,1.3419,1.3448,-0.0002230317448516,-0.0002230566201299,0.0394187664244849,1.039418766424485,1.054954397897665,-0.0439321873484473,1.351,1.348446,1,1.0,0.002541434100783368,3.0,-0.0006690952345548,1.0213161919358462,1.0394187664244867,Low Volatility,Low Volatility
2007-05-30,1.3448,1.3457,1.3408,1.3429,-0.0014128494943486,-0.0014138485072762,0.0379502241459257,1.0379502241459255,1.054954397897665,-0.0479845271254505,1.350185,1.3485440000000002,1,1.0,0.002547590380459893,3.0,-0.0042385484830457,1.0169872937398063,1.0379502241459275,Low Volatility,Low Volatility
2007-05-31,1.3429,1.3474,1.3422,1.3453,0.001787177004989,0.0017855819043675,0.0398052249188425,1.0398052249188423,1.054954397897665,-0.0428802666409051,1.3497,1.34879,1,1.0,0.002530058780913495,3.0,0.005361531014967,1.0224399026570197,1.0398052249188443,Low Volatility,Low Volatility
2007-06-01,1.3452,1.3462,1.3392,1.3448,-0.0003716643127926,-0.0003717333970913,0.0394187664244849,1.039418766424485,1.054954397897665,-0.0439474483847827,1.34899,1.34912,0,1.0,0.0024075193501570894,3.0,-0.0011149929383778,1.021299889385641,1.0394187664244867,Low Volatility,Low Volatility
2007-06-04,1.3445,1.3498,1.3433,1.3489,0.0030487804878047,0.003044142381228,0.0425877260782179,1.042587726078218,1.054954397897665,-0.0439474483847827,1.34843,1.349438,0,0.0,0.0025220629909192423,3.0,0.0,1.021299889385641,1.0425877260782197,Low Volatility,Low Volatility
2007-06-05,1.3489,1.3551,1.3488,1.3524,0.0025947067981317,0.0025913463580968,0.0452929355387219,1.045292935538722,1.054954397897665,-0.0439474483847827,1.348335,1.349786,0,0.0,0.0024352597981038174,3.0,0.0,1.021299889385641,1.0452929355387237,Low Volatility,Low Volatility
