,open,high,low,close,simple_return,log_return,cum_return,equity_curve,rolling_peak,drawdown,SMA_20,SMA_50,signal,position,rolling_vol,position_size,strategy_return,equity,buy_hold,vol_regime,regime
2008-10-30,1.2966,1.3298,1.2806,1.2862,-0.00817396668723,-0.0082075567207034,-0.0058741691142377,0.9941258308857622,1.2363580151491729,-0.1475487719322795,1.325065,1.393836,0,0.0,0.013272795397114285,0.7534207904820229,-0.0,1.1108661678067284,0.9941258308857726,High Volatility,High Volatility
2008-10-31,1.2862,1.2895,1.2667,1.2731,-0.0101850412066553,-0.0102372636331631,-0.0159993816664096,0.9840006183335904,1.2363580151491729,-0.1475487719322795,1.31981,1.389718,0,0.0,0.013346305203802625,0.7492710414827621,-0.0,1.1108661678067284,0.9840006183336004,High Volatility,High Volatility
2008-11-03,1.2726,1.2898,1.2596,1.2643,-0.0069122614091586,-0.0069362617497476,-0.0228010511671052,0.9771989488328948,1.2363580151491729,-0.1475487719322795,1.3156,1.3854999999999995,0,0.0,0.012712242208463632,0.7866432873141876,-0.0,1.1108661678067284,0.977198948832905,High Volatility,High Volatility
2008-11-04,1.2642,1.3049,1.2526,1.2978,0.0264968757415171,0.0261519138692161,0.0030916679548611,1.0030916679548612,1.2363580151491729,-0.1475487719322795,1.31236,1.382172,0,0.0,0.014050845076930553,0.711700964977441,0.0,1.1108661678067284,1.0030916679548716,High Volatility,High Volatility
2008-11-05,1.298,1.3116,1.2795,1.2959,-0.0014640160271228,-0.0014650887456993,0.0016231256763017,1.0016231256763015,1.2363580151491729,-0.1475487719322795,1.308995,1.378664,0,0.0,0.014037461345926813,0.7123795217360762,-0.0,1.1108661678067284,1.0016231256763124,High Volatility,High Volatility
2008-11-06,1.2955,1.2957,1.268,1.2714,-0.0189057797669572,-0.0190867789390603,-0.0173133405472257,0.9826866594527742,1.2363580151491729,-0.1475487719322795,1.304585,1.374698,0,0.0,0.014513115374666555,0.6890319371025985,-0.0,1.1108661678067284,0.9826866594527848,High Volatility,High Volatility
2008-11-07,1.2712,1.2851,1.2652,1.2718,0.0003146138115461,0.0003145643309988,-0.0170041737517397,0.9829958262482602,1.2363580151491729,-0.1475487719322795,1.30121,1.3707919999999998,0,0.0,0.014265458082577282,0.7009939633283294,0.0,1.1108661678067284,0.9829958262482708,High Volatility,High Volatility
2008-11-10,1.2714,1.293,1.271,1.2746,0.0022016040257901,0.0021991840468862,-0.0148400061833366,0.9851599938166632,1.2363580151491729,-0.1475487719322795,1.29696,1.367108,0,0.0,0.013705297866259717,0.7296448495744426,0.0,1.1108661678067284,0.985159993816674,High Volatility,High Volatility
2008-11-11,1.2747,1.28,1.2506,1.2522,-0.0175741409069511,-0.0177303995689836,-0.0321533467305619,0.967846653269438,1.2363580151491729,-0.1475487719322795,1.29149,1.36312,0,0.0,0.014026406924489561,0.7129409587098453,-0.0,1.1108661678067284,0.9678466532694484,High Volatility,High Volatility
2008-11-12,1.2521,1.2632,1.2466,1.2505,-0.0013576106053346,-0.0013585329935363,-0.0334673056113782,0.9665326943886218,1.2363580151491729,-0.1475487719322795,1.2867099999999998,1.3591480000000002,0,0.0,0.013930692610131993,0.7178393982167732,-0.0,1.1108661678067284,0.9665326943886324,High Volatility,High Volatility
2008-11-13,1.2504,1.2857,1.2389,1.278,0.0219912035185925,0.0217528846198063,-0.0122120884217045,0.9877879115782956,1.2363580151491729,-0.1475487719322795,1.2832050000000002,1.356224,0,0.0,0.015034354997711248,0.6651432669723675,0.0,1.1108661678067284,0.9877879115783064,High Volatility,High Volatility
2008-11-14,1.2768,1.2829,1.2574,1.2603,-0.013849765258216,-0.0139465680940341,-0.0258927191219673,0.9741072808780328,1.2363580151491729,-0.1475487719322795,1.27916,1.35291,0,0.0,0.015237972431750013,0.6562552888705775,-0.0,1.1108661678067284,0.9741072808780434,High Volatility,High Volatility
2008-11-17,1.2648,1.2654,1.2629,1.2631,0.0022216932476393,0.0022192289364833,-0.0237285515535643,0.9762714484464357,1.2363580151491729,-0.1475487719322795,1.275665,1.3499300000000003,0,0.0,0.015262174723517319,0.655214619224029,0.0,1.1108661678067284,0.9762714484464464,High Volatility,High Volatility
2008-11-18,1.2616,1.2644,1.2615,1.2636,0.000395851476526,0.0003957731480006,-0.0233420930592065,0.9766579069407936,1.2363580151491729,-0.1475487719322795,1.273575,1.346998,0,0.0,0.014660679502400279,0.6820966244001704,0.0,1.1108661678067284,0.9766579069408045,High Volatility,High Volatility
2008-11-19,1.2616,1.2814,1.2516,1.2516,-0.0094966761633428,-0.009542057133203,-0.0326170969237914,0.9673829030762086,1.2363580151491729,-0.1475487719322795,1.27205,1.3441059999999998,0,0.0,0.014285337271995642,0.7000184741597644,-0.0,1.1108661678067284,0.9673829030762192,High Volatility,High Volatility
2008-11-20,1.2451,1.2487,1.2447,1.2449,-0.0053531479705977,-0.0053675274069868,-0.0377956407481847,0.9622043592518152,1.2363580151491729,-0.1475487719322795,1.26945,1.3409719999999998,0,0.0,0.013994522390672346,0.7145652935369354,-0.0,1.1108661678067284,0.962204359251826,High Volatility,High Volatility
2008-11-21,1.2586,1.2595,1.2579,1.2583,0.0107639167804642,0.0107063982101819,-0.0274385530993982,0.9725614469006018,1.2363580151491729,-0.1475487719322795,1.2692549999999998,1.3377,0,0.0,0.01297180811037503,0.7709025538237698,0.0,1.1108661678067284,0.9725614469006124,High Volatility,High Volatility
2008-11-24,1.2953,1.296,1.2935,1.2944,0.0286895017086545,0.028285663706305,0.000463750193228,1.000463750193228,1.2363580151491729,-0.1475487719322795,1.271345,1.335024,0,0.0,0.014330531228335957,0.697810837621069,0.0,1.1108661678067284,1.0004637501932392,High Volatility,High Volatility
2008-11-25,1.3062,1.3072,1.3044,1.3049,0.008111866501854,0.0080791421639738,0.0085793785747398,1.00857937857474,1.2363580151491729,-0.1475487719322795,1.2726849999999998,1.33292,0,0.0,0.013742737211111057,0.7276570777992437,0.0,1.1108661678067284,1.008579378574751,High Volatility,High Volatility
2008-11-26,1.3062,1.3072,1.282,1.2878,-0.0131044524484633,-0.0131910733641179,-0.0046375019322935,0.9953624980677064,1.2363580151491729,-0.1475487719322795,1.272235,1.3300299999999998,0,0.0,0.013707701458323528,0.729516909191792,-0.0,1.1108661678067284,0.9953624980677176,High Volatility,High Volatility
2008-11-27,1.2876,1.2968,1.2861,1.2904,0.0020189470414659,0.0020169117069159,-0.0026279177616335,0.9973720822383664,1.2363580151491729,-0.1475487719322795,1.272445,1.327192,0,0.0,0.013586909326848008,0.7360025565372544,0.0,1.1108661678067284,0.9973720822383776,High Volatility,High Volatility
2008-11-28,1.2903,1.2957,1.2645,1.2693,-0.0163515189088654,-0.0164866804168675,-0.0189364662235286,0.9810635337764714,1.2363580151491729,-0.1475487719322795,1.272255,1.32365,0,0.0,0.013902478065793467,0.7192962256566784,-0.0,1.1108661678067284,0.9810635337764824,High Volatility,High Volatility
2008-12-01,1.2692,1.2717,1.2583,1.2602,-0.0071693059166471,-0.0071951288861765,-0.025970010820839,0.974029989179161,1.2363580151491729,-0.1475487719322795,1.27205,1.31926,0,0.0,0.013909265021062208,0.7189452487142509,-0.0,1.1108661678067284,0.9740299891791718,High Volatility,High Volatility
2008-12-02,1.2608,1.2767,1.2562,1.2717,0.0091255356292652,0.009084149518746,-0.0170814654506118,0.9829185345493882,1.2363580151491729,-0.1475487719322795,1.270745,1.315358,0,0.0,0.012648113854734687,0.7906317190730068,0.0,1.1108661678067284,0.9829185345493991,High Volatility,High Volatility
2008-12-03,1.2712,1.2742,1.2602,1.2716,-7.863489816783975e-05,-7.86379900535325e-05,-0.0171587571494834,0.9828412428505164,1.2363580151491729,-0.1475487719322795,1.26953,1.311562,0,0.0,0.01264888415706367,0.7905835705211656,-0.0,1.1108661678067284,0.9828412428505277,High Volatility,High Volatility
2008-12-04,1.2717,1.2848,1.2549,1.2782,0.005190311418685,0.0051768881795337,-0.0120575050239617,0.9879424949760384,1.2363580151491729,-0.1475487719322795,1.26987,1.3078960000000002,0,0.0,0.011969947584853003,0.8354255462784306,0.0,1.1108661678067284,0.9879424949760492,High Volatility,High Volatility
2008-12-05,1.2775,1.28,1.2628,1.2717,-0.0050852761696135,-0.0050982501894802,-0.0170814654506119,0.982918534549388,1.2363580151491729,-0.1475487719322795,1.2698649999999998,1.304128,0,0.0,0.01203116300959133,0.8311748408718199,-0.0,1.1108661678067284,0.982918534549399,High Volatility,High Volatility
2008-12-08,1.2711,1.2968,1.2682,1.2962,0.0192655500511127,0.0190823189669145,0.0018550007729156,1.0018550007729157,1.2363580151491729,-0.1475487719322795,1.2709449999999998,1.301224,0,0.0,0.012772880703200633,0.7829087448921523,0.0,1.1108661678067284,1.0018550007729268,High Volatility,High Volatility
2008-12-09,1.2958,1.3001,1.2797,1.2927,-0.0027002005863293,-0.0027038527037136,-0.0008502086875883,0.9991497913124116,1.2363580151491729,-0.1475487719322795,1.27297,1.2988480000000002,0,0.0,0.012052216858955701,0.8297228731467149,-0.0,1.1108661678067284,0.9991497913124228,High Volatility,High Volatility
2008-12-10,1.2926,1.3071,1.2903,1.3018,0.0070395296665894,0.0070148678483851,0.006183335909722,1.006183335909722,1.2363580151491729,-0.1475487719322795,1.275535,1.2968719999999998,0,0.0,0.012087721317130132,0.827285783452708,0.0,1.1108661678067284,1.0061833359097334,High Volatility,High Volatility
2008-12-11,1.3021,1.3406,1.3,1.3356,0.0259640497772313,0.0256327069312123,0.0323079301283026,1.032307930128303,1.2363580151491729,-0.1475487719322795,1.278415,1.295984,0,0.0,0.012459069525126362,0.8026281561261758,0.0,1.1108661678067284,1.0323079301283145,High Volatility,High Volatility
2008-12-12,1.3349,1.3416,1.3251,1.337,0.00104821802935,0.0010476690324436,0.0333900139125042,1.0333900139125043,1.2363580151491729,-0.1475487719322795,1.28225,1.29516,0,0.0,0.011875657620073877,0.8420586311865895,0.0,1.1108661678067284,1.033390013912516,High Volatility,High Volatility
2008-12-15,1.3364,1.3723,1.3337,1.3687,0.0237097980553477,0.0234330861152774,0.0578914824547827,1.0578914824547827,1.2363580151491729,-0.1475487719322795,1.2875299999999998,1.295564,0,0.0,0.012739766554493154,0.7849437395281884,0.0,1.1108661678067284,1.057891482454795,High Volatility,High Volatility
2008-12-16,1.3685,1.4149,1.3629,1.4014,0.023891283699861,0.0236103527192127,0.0831658679857765,1.0831658679857763,1.2363580151491729,-0.1475487719322795,1.29442,1.2963399999999998,0,0.0,0.013444117726110634,0.7438197287262961,0.0,1.1108661678067284,1.083165867985789,High Volatility,High Volatility
2008-12-17,1.3992,1.4438,1.3992,1.4419,0.0288996717568146,0.0284899513761677,0.1144690060287507,1.1144690060287508,1.2363580151491729,-0.1475487719322795,1.303935,1.297914,1,0.0,0.013955625064720251,0.7165569405615482,0.0,1.1108661678067284,1.1144690060287634,High Volatility,High Volatility
2008-12-18,1.4419,1.4719,1.4182,1.425,-0.0117206463693736,-0.0117898746098502,0.1014067089194603,1.1014067089194604,1.2363580151491729,-0.1545236427032423,1.31294,1.299222,1,1.0,0.014324680297898714,0.6980958591771782,-0.0081821346973397,1.101776911191016,1.101406708919473,High Volatility,High Volatility
2008-12-19,1.4245,1.4309,1.3824,1.3907,-0.0240701754385964,-0.0243645962181857,0.0748956562065217,1.0748956562065215,1.2363580151491729,-0.1673533766312575,1.31956,1.30025,1,1.0,0.01586218729359627,0.6304300797177641,-0.0151745626205748,1.0850579284582444,1.0748956562065344,High Volatility,High Volatility
2008-12-22,1.3906,1.4126,1.3902,1.3935,0.0020133745595742,0.0020113504374377,0.0770598237749249,1.077059823774925,1.2363580151491729,-0.1662258023138937,1.324515,1.300928,1,1.0,0.014867574604974784,0.6726046625421969,0.0013542051162134,1.0865273194563505,1.0770598237749376,High Volatility,High Volatility
2008-12-23,1.3941,1.4021,1.3921,1.3926,-0.0006458557588804,-0.0006460644135564,0.0763641984850811,1.0763641984850811,1.2363580151491729,-0.1665881133849271,1.3289000000000002,1.301548,1,1.0,0.014862859852599325,0.672818024200849,-0.0004345433956086,1.0860551761855324,1.0763641984850938,High Volatility,High Volatility
2008-12-24,1.3925,1.4019,1.3915,1.4009,0.0059600746804537,0.0059423836936218,0.0827794094914189,1.082779409491419,1.2363580151491729,-0.1631275773481422,1.334555,1.302644,1,1.0,0.01435383718303522,0.6966778201872728,0.0041522518365318,1.0905647507854237,1.0827794094914318,High Volatility,High Volatility
2008-12-25,1.4012,1.4047,1.3982,1.4026,0.0012135056035404,0.0012127699007417,0.0840933683722351,1.0840933683722351,1.2363580151491729,-0.1624204562702497,1.340165,1.303734,1,1.0,0.014361746610118036,0.6962941396664715,0.0008449568401976,1.0914862309312785,1.084093368372248,High Volatility,High Volatility
2008-12-26,1.4009,1.412,1.399,1.4026,0.0,0.0,0.0840933683722351,1.0840933683722351,1.2363580151491729,-0.1624204562702497,1.3468300000000002,1.304962,1,1.0,0.013569296698854585,0.7369578705463875,0.0,1.0914862309312785,1.084093368372248,High Volatility,High Volatility
2008-12-29,1.4028,1.4363,1.3921,1.3924,-0.0072722087551689,-0.0072987801655262,0.0762096150873379,1.076209615087338,1.2363580151491729,-0.1669076813498217,1.35344,1.30615,1,1.0,0.013574209412385648,0.7366911542469355,-0.00535737186177,1.0856387333101776,1.0762096150873508,High Volatility,High Volatility
2008-12-30,1.3923,1.4222,1.3917,1.4057,0.0095518529158287,0.0095065224004362,0.0864894110372527,1.0864894110372527,1.2363580151491729,-0.1610484309271738,1.36014,1.308156,1,1.0,0.013581217253139733,0.7363110252645565,0.00703313461363,1.093274176663319,1.0864894110372658,High Volatility,High Volatility
2008-12-31,1.4057,1.4148,1.3852,1.3971,-0.0061179483531336,-0.0061367396812789,0.0798423249343003,1.0798423249343003,1.2363580151491729,-0.1647762683283221,1.3664150000000002,1.3104559999999998,1,1.0,0.013768471684915498,0.7262970232895077,-0.0044434476775198,1.0884162700621318,1.0798423249343132,High Volatility,High Volatility
2009-01-01,1.3968,1.4069,1.3962,1.4028,0.0040798797509127,0.0040715796095819,0.0842479517699783,1.0842479517699783,1.2363580151491729,-0.1623014393744407,1.372645,1.312574,1,1.0,0.013769082445009202,0.7262648066737839,0.0029630730785488,1.0916413270102074,1.0842479517699912,High Volatility,High Volatility
2009-01-02,1.4045,1.4057,1.384,1.3916,-0.0079840319361278,-0.0080160749882361,0.0755912814963657,1.0755912814963655,1.2363580151491729,-0.1671156049776291,1.37864,1.315162,1,1.0,0.013892775222466848,0.7197985888253914,-0.0057468949207616,1.085367779012719,1.0755912814963784,High Volatility,High Volatility
2009-01-05,1.3919,1.3963,1.3546,1.3629,-0.0206237424547283,-0.0208393818443195,0.0534085639202335,1.0534085639202335,1.2363580151491729,-0.1789404633911548,1.3819750000000002,1.317368,1,1.0,0.014526341590572997,0.6884045743829673,-0.0141974786467311,1.0699582931463358,1.053408563920246,High Volatility,High Volatility
2009-01-06,1.3631,1.3659,1.3312,1.3509,-0.0088047545674664,-0.0088437454578316,0.0441335600556485,1.0441335600556485,1.2363580151491729,-0.1838560163127979,1.384885,1.318824,1,1.0,0.014706845436020917,0.6799554699546498,-0.0059868410297569,1.0635526229367986,1.044133560055661,High Volatility,High Volatility
2009-01-07,1.3535,1.3747,1.3431,1.3644,0.0099933377748169,0.0099437345688551,0.0545679394033067,1.0545679394033067,1.2363580151491729,-0.1783345958183269,1.388015,1.3201759999999998,1,1.0,0.01477156559627747,0.6769763120112376,0.0067652529514781,1.0707478254581742,1.0545679394033192,High Volatility,High Volatility
2009-01-08,1.3645,1.3799,1.3534,1.3704,0.0043975373790676,0.0043878964654194,0.0592054413355991,1.0592054413355991,1.2363580151491729,-0.1756999110627934,1.389755,1.32186,1,1.0,0.013714370648659047,0.7291621508696626,0.0032065178138506,1.0741811974346478,1.0592054413356116,High Volatility,High Volatility
2009-01-09,1.3699,1.3752,1.3416,1.3463,-0.0175861062463514,-0.017742579024721,0.0405781419075577,1.0405781419075577,1.2363580151491729,-0.1857977378774512,1.3902199999999998,1.3233240000000002,1,1.0,0.014355790814201977,0.6965830116517959,-0.0122501828523119,1.061022281349558,1.04057814190757,High Volatility,High Volatility
2009-01-12,1.3472,1.3491,1.329,1.3374,-0.0066107108371091,-0.006632658365311,0.0336991807079904,1.0336991807079905,1.2363580151491729,-0.1898343241097344,1.388655,1.324786,1,1.0,0.013334177466011716,0.7499525205427631,-0.0049577192548693,1.0557620307554658,1.0336991807080027,High Volatility,High Volatility
2009-01-13,1.3357,1.3374,1.314,1.3186,-0.0140571257664123,-0.0141568629406788,0.0191683413201408,1.019168341320141,1.2363580151491729,-0.1991303613704525,1.384515,1.325202,1,1.0,0.012251027484306969,0.8162580659303527,-0.0114742422906314,1.0436479614133285,1.0191683413201529,High Volatility,High Volatility
2009-01-14,1.318,1.3338,1.3094,1.3192,0.0004550280600637,0.0004549245661898,0.01963209151337,1.01963209151337,1.2363580151491729,-0.1987567153556957,1.37838,1.325668,1,1.0,0.00975303211160015,1.025322165002011,0.0004665503556811,1.0441348757409317,1.019632091513382,High Volatility,High Volatility
2009-01-15,1.3188,1.3242,1.3026,1.3122,-0.005306246209824,-0.0053203743346118,0.0142216725923622,1.0142216725923625,1.2363580151491729,-0.2031837739986997,1.37274,1.3264839999999998,1,1.0,0.0096036544467499,1.0412702847075297,-0.0055252365016316,1.0383657836128612,1.0142216725923745,High Volatility,High Volatility
2009-01-16,1.3108,1.3343,1.3108,1.3268,0.0111263526901386,0.0110649101621201,0.0255062606276073,1.0255062606276073,1.2363580151491729,-0.1932762481815297,1.369545,1.327584,1,1.0,0.008948408031752151,1.1175172125048864,0.0124338906436299,1.0512767102143905,1.0255062606276193,High Volatility,High Volatility
2009-01-19,1.3265,1.3386,1.3069,1.3069,-0.0149984926138077,-0.0151121074699071,0.0101252125521704,1.0101252125521705,1.2363580151491729,-0.2062633133716479,1.365215,1.32823,1,1.0,0.009316685529721652,1.0733430862401088,-0.0160985283510538,1.0343527022902017,1.0101252125521825,High Volatility,High Volatility
2009-01-20,1.3065,1.3104,1.2857,1.2905,-0.0125487795546713,-0.0126281804443216,-0.0025506260627622,0.9974493739372378,1.2363580151491729,-0.2167200476523232,1.3601100000000002,1.3289960000000005,1,1.0,0.009525370385820934,1.0498279431617252,-0.0131740594290704,1.0207260783196108,0.9974493739372496,High Volatility,High Volatility
2009-01-21,1.29,1.3086,1.2825,1.3028,0.0095311894614489,0.0094860542434097,0.0069562528984372,1.0069562528984373,1.2363580151491729,-0.2090614372842601,1.355205,1.330042,1,1.0,0.009747968976607223,1.0258547215320022,0.0097776157108434,1.030706345659456,1.0069562528984493,High Volatility,High Volatility
2009-01-22,1.3022,1.3083,1.2908,1.3,-0.002149217070924,-0.0021515299524502,0.0047920853300342,1.0047920853300345,1.2363580151491729,-0.2108157549582655,1.350075,1.3304819999999995,1,1.0,0.009689799551295675,1.0320130924341822,-0.0022180201556766,1.0284202182101996,1.0047920853300465,High Volatility,High Volatility
2009-01-23,1.3,1.3035,1.2765,1.2958,-0.0032307692307692,-0.0032359994337712,0.0015458339774294,1.0015458339774297,1.2363580151491729,-0.2134576527262345,1.344735,1.3311919999999997,1,1.0,0.009650911580309849,1.036171548851652,-0.0033476311578283,1.0249774466443784,1.0015458339774417,High Volatility,High Volatility
2009-01-26,1.2972,1.3208,1.2862,1.3186,0.0175953079178885,0.0174423026633423,0.0191683413201408,1.019168341320141,1.2363580151491729,-0.200566458066496,1.341045,1.332302,1,1.0,0.010735587473489757,0.9314813953771788,0.0163897019714459,1.0417765215223334,1.019168341320153,High Volatility,High Volatility
2009-01-27,1.3187,1.3329,1.3119,1.3166,-0.0015167602002122,-0.0015179116454229,0.01762250734271,1.01762250734271,1.2363580151491729,-0.2017378787830106,1.33659,1.3333620000000002,1,1.0,0.010351097278927676,0.9660811535756286,-0.0014653134439186,1.040249992379788,1.0176225073427227,High Volatility,High Volatility
2009-01-28,1.316,1.3328,1.3103,1.3165,-7.595321282094503e-05,-7.595609741227752e-05,0.0175452156438384,1.0175452156438385,1.2363580151491729,-0.2017964580871559,1.33256,1.3346599999999995,0,1.0,0.010350169511964337,0.966167751015135,-7.338354481358637e-05,1.0401736551478549,1.0175452156438511,High Volatility,High Volatility
2009-01-29,1.3165,1.3179,1.2933,1.2951,-0.0162552221800228,-0.0163887877068226,0.0010047920853286,1.0010047920853289,1.2363580151491729,-0.2017964580871559,1.327175,1.3356640000000002,0,0.0,0.010622030114652216,0.94143962049268,-0.0,1.0401736551478549,1.001004792085341,High Volatility,High Volatility
2009-01-30,1.2952,1.2961,1.2764,1.2809,-0.0109644042931047,-0.011024956392451,-0.0099706291544301,0.99002937084557,1.2363580151491729,-0.2017964580871559,1.32164,1.336116,0,0.0,0.010702463656543792,0.934364303483125,-0.0,1.0401736551478549,0.9900293708455822,High Volatility,High Volatility
2009-02-02,1.281,1.2853,1.2707,1.2814,0.0003903505347804,0.0003902743678309,-0.0095841706600722,0.9904158293399278,1.2363580151491729,-0.2017964580871559,1.317565,1.335856,0,0.0,0.010001533854478536,0.9998466380756338,0.0,1.0401736551478549,0.99041582933994,High Volatility,High Volatility
2009-02-03,1.2844,1.3058,1.2801,1.3037,0.0174028406430466,0.0172531454638118,0.0076518781882815,1.0076518781882815,1.2363580151491729,-0.2017964580871559,1.3152050000000002,1.335832,0,0.0,0.01088319480284254,0.91884783661027,0.0,1.0401736551478549,1.007651878188294,High Volatility,High Volatility
2009-02-04,1.304,1.3071,1.2813,1.2847,-0.014573905039503,-0.0146811476311692,-0.0070335445973114,0.9929664554026886,1.2363580151491729,-0.2017964580871559,1.31122,1.33577,0,0.0,0.010877931564219552,0.9192924170338316,-0.0,1.0401736551478549,0.9929664554027008,High Volatility,High Volatility
2009-02-05,1.2845,1.2906,1.276,1.2786,-0.0047481902389663,-0.0047594987049375,-0.0117483382284754,0.9882516617715246,1.2363580151491729,-0.2017964580871559,1.30663,1.335534,0,0.0,0.010744267159240527,0.9307289042416984,-0.0,1.0401736551478549,0.9882516617715368,High Volatility,High Volatility
2009-02-06,1.2791,1.2993,1.2748,1.2937,0.0118097919599562,0.0117406005912298,-7.729169887271681e-05,0.9999227083011272,1.2363580151491729,-0.2017964580871559,1.304,1.336022,0,0.0,0.010712972019352505,0.9334477847916944,0.0,1.0401736551478549,0.9999227083011396,High Volatility,High Volatility
2009-02-09,1.2939,1.3094,1.2874,1.3002,0.005024348767102,0.005011768846512,0.0049466687277772,1.0049466687277773,1.2363580151491729,-0.2017964580871559,1.30214,1.3368220000000002,0,0.0,0.010761574288210483,0.9292320744331244,0.0,1.0401736551478549,1.00494666872779,High Volatility,High Volatility
2009-02-10,1.3002,1.3074,1.2811,1.291,-0.0070758344870021,-0.0071009869237259,-0.0021641675684046,0.9978358324315952,1.2363580151491729,-0.2017964580871559,1.30076,1.337208,0,0.0,0.010436167089251769,0.9582061991225708,-0.0,1.0401736551478549,0.997835832431608,High Volatility,High Volatility
2009-02-11,1.291,1.2998,1.2834,1.2906,-0.0003098373353989,-0.0003098853449031,-0.0024733343638908,0.9975266656361093,1.2363580151491729,-0.2017964580871559,1.29933,1.337588,0,0.0,0.010431934144649603,0.9585950084940732,-0.0,1.0401736551478549,0.9975266656361216,High Volatility,High Volatility
2009-02-12,1.2904,1.2944,1.2722,1.2863,-0.0033317836665116,-0.0033373464170695,-0.005796877415367,0.994203122584633,1.2363580151491729,-0.2017964580871559,1.298035,1.33775,0,0.0,0.010398761917499949,0.9616529428538144,-0.0,1.0401736551478549,0.9942031225846456,High Volatility,High Volatility
2009-02-13,1.2861,1.2943,1.2821,1.286,-0.0002332270854388,-0.000233254287105,-0.0060287525119816,0.9939712474880184,1.2363580151491729,-0.2017964580871559,1.295995,1.3380359999999998,0,0.0,0.01000759967664924,0.999240609447341,-0.0,1.0401736551478549,0.9939712474880308,High Volatility,High Volatility
2009-02-16,1.286,1.2891,1.2727,1.2808,-0.0040435458786937,-0.0040517431150598,-0.0100479208533018,0.989952079146698,1.2363580151491729,-0.2017964580871559,1.29469,1.3377279999999998,0,0.0,0.0095184916738171,1.0505866205154546,-0.0,1.0401736551478549,0.9899520791467106,High Volatility,High Volatility
2009-02-17,1.2801,1.2805,1.2563,1.258,-0.0178013741411616,-0.0179617244221189,-0.0276704281960131,0.9723295718039868,1.2363580151491729,-0.2017964580871559,1.293065,1.337034,0,0.0,0.00991896152795422,1.0081700560907905,-0.0,1.0401736551478549,0.9723295718039991,High Volatility,High Volatility
2009-02-18,1.2581,1.264,1.2513,1.2528,-0.0041335453100159,-0.0041421120238472,-0.0316895965373333,0.9683104034626666,1.2363580151491729,-0.2017964580871559,1.290565,1.336054,0,0.0,0.00960449769822071,1.0411788637163772,-0.0,1.0401736551478549,0.968310403462679,High Volatility,High Volatility
2009-02-19,1.2528,1.2761,1.2528,1.2673,0.0115740740740741,0.0115076068514799,-0.0204823002009598,0.97951769979904,1.2363580151491729,-0.2017964580871559,1.28893,1.334688,0,0.0,0.010065722082317815,0.99347070366335,0.0,1.0401736551478549,0.9795176997990528,High Volatility,High Volatility
2009-02-20,1.2672,1.2884,1.2558,1.2825,0.0119940029985006,0.0119226449569059,-0.0087339619724857,0.9912660380275142,1.2363580151491729,-0.2017964580871559,1.288265,1.333598,0,0.0,0.010473480570239176,0.9547924334165864,0.0,1.0401736551478549,0.9912660380275272,High Volatility,High Volatility
2009-02-23,1.2823,1.2992,1.2713,1.2752,-0.0056920077972709,-0.005708269008974,-0.0143762559901082,0.9856237440098916,1.2363580151491729,-0.2017964580871559,1.286095,1.331728,0,0.0,0.009619818446721273,1.039520657836147,-0.0,1.0401736551478549,0.9856237440099046,High Volatility,High Volatility
2009-02-24,1.2692,1.2877,1.2663,1.2844,0.0072145545796737,0.0071886541794082,-0.0072654196939264,0.9927345803060736,1.2363580151491729,-0.2017964580871559,1.284485,1.3293879999999998,0,0.0,0.009821147952879396,1.0182109105756998,0.0,1.0401736551478549,0.9927345803060864,High Volatility,High Volatility
2009-02-25,1.2843,1.29,1.269,1.2723,-0.0094207412021176,-0.009465397066704,-0.0166177152573828,0.9833822847426172,1.2363580151491729,-0.2017964580871559,1.2822749999999998,1.3259959999999995,0,0.0,0.009986187215078697,1.0013831890614315,-0.0,1.0401736551478549,0.98338228474263,High Volatility,High Volatility
2009-02-26,1.2722,1.2811,1.2683,1.2737,0.0011003694097304,0.0010997644470591,-0.0155356314731812,0.9844643685268188,1.2363580151491729,-0.2017964580871559,1.281205,1.32297,0,0.0,0.00938713381648695,1.0652878925020386,0.0,1.0401736551478549,0.9844643685268316,High Volatility,High Volatility
2009-02-27,1.2745,1.2751,1.2604,1.2672,-0.0051032425217868,-0.0051163085355523,-0.0205595918998313,0.9794404081001686,1.2363580151491729,-0.2017964580871559,1.28052,1.3205,0,0.0,0.009141075110283921,1.0939632241671189,-0.0,1.0401736551478549,0.9794404081001816,High Volatility,High Volatility
2009-03-02,1.2669,1.2676,1.2546,1.2577,-0.0074968434343435,-0.0075250860070516,-0.0279023032926278,0.972097696707372,1.2363580151491729,-0.2017964580871559,1.279335,1.317784,0,0.0,0.009269964299697887,1.0787528060195342,-0.0,1.0401736551478549,0.9720976967073848,High Volatility,High Volatility
2009-03-03,1.2576,1.2679,1.2521,1.2559,-0.001431183907132,-0.0014322090290287,-0.0292935538723155,0.9707064461276844,1.2363580151491729,-0.2017964580871559,1.276945,1.31505,0,0.0,0.008209616669896547,1.2180836696880777,-0.0,1.0401736551478549,0.9707064461276972,High Volatility,High Volatility
2009-03-04,1.2558,1.2663,1.2457,1.2655,0.0076439206943228,0.0076148539610977,-0.0218735507806475,0.9781264492193524,1.2363580151491729,-0.2017964580871559,1.275985,1.312342,0,0.0,0.007892029111170953,1.2671012561072883,0.0,1.0401736551478549,0.9781264492193652,High Volatility,High Volatility
