,open,high,low,close,simple_return,log_return,cum_return,equity_curve,rolling_peak,drawdown,SMA_20,SMA_50,RSI_14,EMA_12,EMA_26,MACD,MACD_signal,SMA_signal,SMA_position,SMA_return,SMA_equity,RSI_signal,RSI_position,RSI_return,RSI_equity,MACD_signal_bin,MACD_position,MACD_return,MACD_equity
2010-05-14,1.2522,1.2576,1.2351,1.2358,-0.0131757566078415,-0.0132633269431075,-0.0448291853454951,0.9551708146545048,1.2363580151491729,-0.2274318579644919,1.3028099999999998,1.3334979999999999,17.576898932831142,1.2769810073138839,1.3023962920672731,-0.025415284753389278,-0.019185602706563512,0,0.0,-0.0,1.0129368223427209,1,1.0,-0.0131757566078415,0.8850563729724611,0,0.0,-0.0,1.0314508026287392
2010-05-17,1.2348,1.2414,1.2232,1.2398,0.0032367697038355,0.0032315426409398,-0.0417375173906335,0.9582624826093664,1.2363580151491729,-0.2249312328082029,1.29736,1.3310300000000002,22.74342572850037,1.271260852342517,1.2977595296919195,-0.026498677349402477,-0.020648217635131305,0,0.0,0.0,1.0129368223427209,1,1.0,0.0032367697038355,0.887921096626685,0,0.0,0.0,1.0314508026287392
2010-05-18,1.2397,1.2445,1.2156,1.2173,-0.018148088401355,-0.0183147848522683,-0.0591281496367303,0.9408718503632696,1.2363580151491729,-0.2389972493123289,1.2910249999999999,1.3281779999999999,17.587939698492477,1.2629591827513607,1.2917995645295552,-0.02884038177819459,-0.02228665046374396,0,0.0,-0.0,1.0129368223427209,1,1.0,-0.018148088401355,0.8718070260716758,0,0.0,-0.0,1.0314508026287392
2010-05-19,1.2173,1.2431,1.2141,1.2424,0.0206194035981268,0.0204097014189265,-0.0397279332199735,0.9602720667800264,1.2363580151491729,-0.2233058264566151,1.2862149999999999,1.3257079999999999,27.353266888150557,1.2597962315588436,1.2881403375273661,-0.02834410596852255,-0.023498141564699683,0,0.0,0.0,1.0129368223427209,1,1.0,0.0206194035981268,0.8897831670019304,0,0.0,0.0,1.0314508026287392
2010-05-20,1.2421,1.2598,1.2295,1.2464,0.0032195750160979,0.0032144032820065,-0.0366362652651118,0.963363734734888,1.2363580151491729,-0.220805201300326,1.2821,1.323278,27.03003337041156,1.257735272857483,1.285048460673487,-0.027313187816004003,-0.02426115081496055,0,0.0,0.0,1.0129368223427209,1,1.0,0.0032195750160979,0.8926478906561542,0,0.0,0.0,1.0314508026287392
2010-05-21,1.2468,1.2673,1.2459,1.257,0.0085044929396662,0.0084685334737636,-0.0284433451847284,0.9715566548152716,1.2363580151491729,-0.2141785446361599,1.2780299999999998,1.3208840000000002,32.87062742920597,1.2576221539563317,1.2829707969198956,-0.025348642963563872,-0.024478649244681214,0,0.0,0.0,1.0129368223427209,0,1.0,0.0085044929396662,0.9002394083398475,0,0.0,0.0,1.0314508026287392
2010-05-24,1.2505,1.2517,1.233,1.2345,-0.0178997613365154,-0.0180618998050132,-0.0458339774308251,0.9541660225691748,1.2363580151491729,-0.2282445611402859,1.2728,1.3182239999999998,32.74336283185839,1.2540648995015113,1.2793803675184219,-0.025315468016910536,-0.02464601299912708,0,0.0,-0.0,1.0129368223427209,0,0.0,-0.0,0.9002394083398475,0,0.0,-0.0,1.0314508026287392
2010-05-25,1.2345,1.2388,1.2175,1.2371,0.0021061158363711,0.0021039010835518,-0.0438243932601649,0.956175606739835,1.2363580151491729,-0.2266191547886978,1.26883,1.315424,36.76383105294469,1.2514549149628174,1.2762484884429832,-0.024793573480165865,-0.02467552509533484,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,0,0.0,0.0,1.0314508026287392
2010-05-26,1.237,1.2372,1.215,1.2157,-0.0172985207339746,-0.0174498883070376,-0.0603648168186747,0.9396351831813252,1.2363580151491729,-0.2399974993748443,1.26359,1.3122680000000002,36.140350877193015,1.2459541588146916,1.2717634152249844,-0.025809256410292747,-0.024902271358326424,0,0.0,-0.0,1.0129368223427209,0,0.0,-0.0,0.9002394083398475,0,0.0,-0.0,1.0314508026287392
2010-05-27,1.216,1.2395,1.2151,1.2353,0.01612239861808,0.0159938129810197,-0.0452156438398527,0.9547843561601472,1.2363580151491729,-0.2277444361090279,1.259145,1.309766,38.82352941176476,1.2443150574585853,1.2690624215046151,-0.02474736404602984,-0.02487128989586711,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,1,0.0,0.0,1.0314508026287392
2010-05-28,1.2357,1.2453,1.2262,1.2281,-0.0058285436736016,-0.0058455959264297,-0.0507806461586037,0.9492193538413962,1.2363580151491729,-0.2322455613903483,1.2540999999999998,1.30727,36.149204607789365,1.2418204332341876,1.2660281680598289,-0.024207734825641314,-0.024738578881821953,0,0.0,-0.0,1.0129368223427209,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.0058285436736016,1.0254389465784461
2010-05-31,1.2278,1.2334,1.2264,1.2307,0.0021170914420649,0.0021148535619525,-0.0487710619879437,0.9512289380120562,1.2363580151491729,-0.2306201550387605,1.2497,1.304752,40.38915094339618,1.2401095973520047,1.2634112667220636,-0.023301669370058953,-0.024451196979469354,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,1,1.0,0.0021170914420649,1.0276098945966075
2010-06-01,1.2306,1.2354,1.2108,1.2209,-0.00796294791582,-0.007994821503481,-0.0563456484773546,0.9436543515226452,1.2363580151491729,-0.2367466866716686,1.2459000000000002,1.302184,38.26815642458104,1.2371542746824655,1.2602622840019109,-0.023108009319445344,-0.02418255944746455,0,0.0,-0.0,1.0129368223427209,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.00796294791582,1.0194270905281535
2010-06-02,1.2213,1.2273,1.2173,1.2245,0.0029486444426241,0.0029443057174124,-0.0535631473179794,0.9464368526820206,1.2363580151491729,-0.2344961240310086,1.243045,1.3000319999999999,41.91860465116276,1.2352074631928553,1.2576132259276953,-0.022405762734839962,-0.023827200104939637,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,1,1.0,0.0029486444426241,1.0224330185532997
2010-06-03,1.2248,1.2327,1.2149,1.2164,-0.0066149448754593,-0.0066369205890128,-0.0598237749265742,0.9401762250734258,1.2363580151491729,-0.239559889972494,1.24071,1.29779,44.07090464547674,1.2323140073170313,1.2545603943774957,-0.022246387060464334,-0.02351103749604458,0,0.0,-0.0,1.0129368223427209,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.0066149448754593,1.0156696804967202
2010-06-04,1.2161,1.2216,1.1947,1.1966,-0.0162775402828015,-0.016411474847278,-0.0751275313031392,0.9248724686968608,1.2363580151491729,-0.2519379844961248,1.23678,1.2949080000000002,37.95986622073578,1.2268195446528727,1.2502670318310145,-0.023447487178141824,-0.02349832743246403,0,0.0,-0.0,1.0129368223427209,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.0162775402828015,0.9991370763584148
2010-06-07,1.1944,1.1991,1.1874,1.1916,-0.004178505766338,-0.0041872601168042,-0.0789921162467163,0.9210078837532836,1.2363580151491729,-0.2550637659414861,1.23243,1.29179,42.063001852995654,1.2214011531678153,1.245921325769458,-0.02452017260164263,-0.02370269646629975,0,0.0,-0.0,1.0129368223427209,0,0.0,-0.0,0.9002394083398475,0,1.0,-0.004178505766338,0.9949621763234889
2010-06-08,1.1916,1.201,1.1899,1.1964,0.0040281973816715,0.0040201059166656,-0.0752821147008824,0.9247178852991176,1.2363580151491729,-0.2520630157539393,1.229085,1.288886,33.75706214689261,1.2175548219112284,1.2422530794161646,-0.02469825750493615,-0.023901808674027032,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,0,0.0,0.0,0.9949621763234889
2010-06-09,1.1964,1.2073,1.192,1.1984,0.001671681711802,0.0016702860071621,-0.0737362807234516,0.9262637192765484,1.2363580151491729,-0.2508127031757948,1.22586,1.2858420000000002,32.808022922636056,1.214607926232578,1.2390047031631153,-0.024396776930537323,-0.02400080232532909,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,0,0.0,0.0,0.9949621763234889
2010-06-10,1.1984,1.2143,1.1954,1.2106,0.0101802403204271,0.0101287706946317,-0.0643066934611236,0.9356933065388764,1.2363580151491729,-0.2431857964491132,1.2237749999999998,1.2829220000000001,33.56940509915012,1.2139913221967968,1.2369006510769585,-0.022909328880161617,-0.023782507636295597,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,1,0.0,0.0,0.9949621763234889
2010-06-11,1.2108,1.2153,1.2043,1.2111,0.0004130183380144,0.0004129330694181,-0.0639202349667656,0.9360797650332344,1.2363580151491729,-0.2428732183045768,1.22254,1.28014,40.18456375838932,1.2135465033972896,1.2349894917379245,-0.02144298834063485,-0.023314603777163448,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,1,1.0,0.0004130183380144,0.9953731139479413
2010-06-14,1.2118,1.23,1.2112,1.2213,0.008422095615556,0.0083868276500379,-0.0560364816818684,0.9439635183181316,1.2363580151491729,-0.2364966241560396,1.221615,1.277602,43.769716088328046,1.214739349028476,1.233975455312893,-0.019236106284417076,-0.022498904278614174,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,1,1.0,0.008422095615556,1.0037562414867647
2010-06-15,1.2212,1.235,1.2163,1.2325,0.0091705559649553,0.0091287617398022,-0.0473798114082559,0.952620188591744,1.2363580151491729,-0.2294948737184303,1.222375,1.2754640000000002,57.204116638078894,1.2174717568702487,1.2338661623267526,-0.016394405456503947,-0.02127800451419213,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,1,1.0,0.0091705559649553,1.0129612442744922
2010-06-16,1.2322,1.2354,1.2252,1.2301,-0.0019472616632859,-0.0019491600421057,-0.0492348121811728,0.9507651878188272,1.2363580151491729,-0.2309952488122038,1.2217600000000002,1.273394,47.38430583501,1.219414563505595,1.2335871873395858,-0.01417262383399076,-0.01985692837815186,0,0.0,-0.0,1.0129368223427209,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.0019472616632859,1.010988743677122
2010-06-17,1.2298,1.2412,1.2239,1.2377,0.0061783594829689,0.0061593516712374,-0.0433606430669356,0.9566393569330645,1.2363580151491729,-0.2262440610152544,1.221325,1.271434,54.80961923847701,1.2222277075816574,1.2338918401292462,-0.011664132547588801,-0.01821836921203925,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,1,1.0,0.0061783594829689,1.0172349955687945
2010-06-18,1.238,1.2416,1.235,1.2387,0.0008079502302658,0.0008076240141775,-0.0425877260782202,0.9574122739217796,1.2363580151491729,-0.2256189047261821,1.22041,1.26921,54.07331975560084,1.2247619064152486,1.2342480001196725,-0.009486093704423881,-0.016471914110516177,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,1,1.0,0.0008079502302658,1.0180568708176987
2010-06-21,1.2426,1.2467,1.2302,1.2314,-0.005893275207879,-0.0059107090830443,-0.0482300200958426,0.9517699799041572,1.2363580151491729,-0.2301825456364096,1.220255,1.26667,55.48589341692791,1.2257831515821334,1.234037037147845,-0.008253885565711716,-0.014828308401555286,0,0.0,-0.0,1.0129368223427209,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.005893275207879,1.012057181500698
2010-06-22,1.2324,1.2354,1.2249,1.2269,-0.0036543771317198,-0.0036610706799725,-0.0517081465450619,0.948291853454938,1.2363580151491729,-0.2329957489372348,1.219745,1.263978,51.24223602484483,1.2259549744156515,1.2335083677294862,-0.007553393313834755,-0.013373325384011179,0,0.0,-0.0,1.0129368223427209,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.0036543771317198,1.008358742880629
2010-06-23,1.2267,1.2343,1.2207,1.231,0.0033417556443067,0.0033361843873162,-0.0485391868913288,0.9514608131086713,1.2363580151491729,-0.2304326081520386,1.22051,1.261298,57.8833693304537,1.2267311321978591,1.2333225627124873,-0.006591430514628183,-0.012016946410134581,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,1,1.0,0.0033417556443067,1.0117284314011366
2010-06-24,1.2311,1.2388,1.2259,1.2328,0.0014622258326562,0.0014611578214523,-0.0471479363116412,0.9528520636883588,1.2363580151491729,-0.2293073268317086,1.2203849999999998,1.258792,74.2627345844504,1.2276648041674194,1.2332838543634141,-0.005619050195994735,-0.010737367167306612,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,1,1.0,0.0014622258326562,1.0132078068491641
2010-06-25,1.2328,1.2395,1.225,1.2374,0.0037313432835821,0.0037243990909824,-0.0435925181635503,0.9564074818364496,1.2363580151491729,-0.2264316079019762,1.22085,1.2565359999999999,80.86253369272258,1.2291625266032011,1.2335887540401984,-0.0044262274369972765,-0.009475139221244745,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,1,1.0,0.0037313432835821,1.0169884329941237
2010-06-28,1.2377,1.2398,1.2263,1.2281,-0.0075157588491999,-0.00754414448055,-0.0507806461586036,0.9492193538413964,1.2363580151491729,-0.2322455613903482,1.2207199999999998,1.254122,70.1397712833546,1.2289990609719394,1.2331821796668503,-0.004183118694910837,-0.008416735115977963,0,0.0,-0.0,1.0129368223427209,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.0075157588491999,1.0093449931793141
2010-06-29,1.2275,1.2291,1.2148,1.2187,-0.0076540998290042,-0.0076835427868818,-0.0580460658525285,0.9419539341474714,1.2363580151491729,-0.2381220305076276,1.22061,1.2516159999999998,61.788617886178876,1.2274145900531794,1.232109425617454,-0.004694835564274635,-0.0076723552056372985,0,0.0,-0.0,1.0129368223427209,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.0076540998290042,1.0016193658396142
2010-06-30,1.219,1.2304,1.2164,1.2234,0.0038565684746041,0.0038491509790078,-0.054413356005566,0.945586643994434,1.2363580151491729,-0.2351837959489878,1.2205549999999998,1.249312,58.14249363867694,1.2267969608142288,1.231464282979124,-0.004667322164895182,-0.007071348597488876,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,1,1.0,0.0038565684746041,1.0054821795094642
2010-07-01,1.2233,1.254,1.2191,1.2515,0.022968775543567,0.0227089640633643,-0.032694388622663,0.967305611377337,1.2363580151491729,-0.2176169042260571,1.2223099999999998,1.247768,69.02071563088515,1.2305974283812706,1.2329484101658557,-0.002350981784585038,-0.006127275234908108,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,1,1.0,0.022968775543567,1.0285768740036736
2010-07-02,1.2518,1.2611,1.248,1.255,0.0027966440271671,0.0027927406940551,-0.0299891791621593,0.9700108208378406,1.2363580151491729,-0.2154288572143045,1.22523,1.2461,66.93467336683415,1.2343516701687676,1.234581861264681,-0.00023019109591349007,-0.004947858407109185,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,1,1.0,0.0027966440271671,1.0314534373748383
2010-07-05,1.2554,1.2563,1.2506,1.2537,-0.001035856573705,-0.0010363934439047,-0.0309939712474893,0.9690060287525106,1.2363580151491729,-0.2162415603900984,1.228335,1.244392,61.830357142857245,1.2373283362966496,1.2359980196895195,0.001330316607130122,-0.0036922234042613238,0,0.0,-0.0,1.0129368223427209,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.001035856573705,1.030384999551263
2010-07-06,1.2537,1.2662,1.2478,1.2625,0.0070192230996251,0.0069947030275354,-0.0241923017467937,0.9758076982532062,1.2363580151491729,-0.2107401850462624,1.23164,1.2433120000000002,66.87500000000006,1.2412008999433188,1.2379611293421477,0.003239770601171088,-0.0023058246031748414,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,1,1.0,0.0070192230996251,1.0376175017416205
2010-07-07,1.2625,1.2664,1.2551,1.263,0.0003960396039603,0.0003959612009762,-0.023805843252436,0.976194156747564,1.2363580151491729,-0.2104276069017263,1.2348700000000001,1.242162,64.2294713160855,1.2445546076443468,1.2398158605019887,0.004738747142358113,-0.0008969102540682505,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,1,1.0,0.0003960396039603,1.0380284393660726
2010-07-08,1.2631,1.2712,1.2617,1.2689,0.0046714172604909,0.0046605400523777,-0.0192456330190151,0.9807543669809848,1.2363580151491729,-0.2067391847962,1.2377850000000001,1.2410560000000002,66.09808102345423,1.2483000526221395,1.2419702412055451,0.006329811416594389,0.0005484340800642772,0,0.0,0.0,1.0129368223427209,0,0.0,0.0,0.9002394083398475,1,1.0,0.0046714172604909,1.0428775033346076
2010-07-09,1.2694,1.2722,1.2606,1.2641,-0.0037828040034675,-0.0037899769013569,-0.022955634564849,0.9770443654351508,1.2363580151491729,-0.2097399349837467,1.240435,1.2397580000000001,67.90799561883901,1.2507308137571949,1.2436094825977269,0.007121331159468003,0.0018630134959450224,1,0.0,-0.0,1.0129368223427209,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.0037828040034675,1.0389325021398672
2010-07-12,1.264,1.2648,1.2547,1.2586,-0.0043509216043035,-0.0043604144086787,-0.0272066780027838,0.972793321997216,1.2363580151491729,-0.2131782945736443,1.2423,1.238556,67.1722643553629,1.2519414577945496,1.2447198912941915,0.007221566500358101,0.0029347240968276385,1,1.0,-0.0043509216043035,1.0085296136385953,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.0043509216043035,1.0344121882708939
2010-07-13,1.2588,1.2738,1.2521,1.2726,0.0111234705228031,0.0110620597058586,-0.016385840160768,0.983614159839232,1.2363580151491729,-0.2044261065266325,1.244305,1.23807,70.35225048923675,1.2551196950569266,1.2467850845316588,0.008334610525267738,0.004014701382515659,1,1.0,0.0111234705228031,1.0197479630672783,0,0.0,0.0,0.9002394083398475,1,1.0,0.0111234705228031,1.0459184417555534
2010-07-14,1.2727,1.2778,1.268,1.2741,0.0011786892975012,0.0011779951886434,-0.0152264646776949,0.984773535322305,1.2363580151491729,-0.2034883720930241,1.246505,1.23792,70.26496565260062,1.2580397419712457,1.2488084116033877,0.009231330367857948,0.005058027179584117,1,1.0,0.0011786892975012,1.0209499290774944,0,0.0,0.0,0.9002394083398475,1,1.0,0.0011786892975012,1.0471512546289097
2010-07-15,1.2743,1.2955,1.2705,1.2934,0.0151479475708344,0.0150343630251574,-0.0003091667954873,0.9996908332045128,1.2363580151491729,-0.1914228557139292,1.2492899999999998,1.238526,74.0137221269297,1.263479781667977,1.252111492225359,0.01136828944261814,0.006320079632190922,1,1.0,0.0151479475708344,1.0364152250756073,0,0.0,0.0,0.9002394083398475,1,1.0,0.0151479475708344,1.063013446932762
2010-07-16,1.293,1.3007,1.2887,1.2929,-0.0003865780114428,-0.0003866527519849,-0.0006956252898451,0.9993043747101548,1.2363580151491729,-0.1917354338584653,1.252,1.23888,80.05565862708715,1.2680059691036727,1.2551328631716285,0.01287310593204416,0.00763068489216157,1,1.0,-0.0003865780114428,1.0360145697388685,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.0003865780114428,1.0626025093083096
2010-07-19,1.2904,1.2992,1.2868,1.2948,0.0014695645448217,0.0014684857915817,0.000772916988714,1.000772916988714,1.2363580151491729,-0.1905476369092281,1.2551700000000001,1.239204,87.93619142572284,1.2721281277031078,1.2580711696033597,0.014056958099748051,0.008915939533678866,1,1.0,0.0014695645448217,1.0375370600184755,0,0.0,0.0,0.9002394083398475,1,1.0,0.0014695645448217,1.0641640722812276
2010-07-20,1.2947,1.3028,1.2837,1.289,-0.0044794562866852,-0.0044895191129019,-0.0037100015458353,0.9962899984541648,1.2363580151491729,-0.1941735433858473,1.2582749999999998,1.239718,82.3471400394477,1.274723800364168,1.260362194077185,0.01436160628698313,0.01000507288433972,1,1.0,-0.0044794562866852,1.0328894581123067,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.0044794562866852,1.059397195837583
2010-07-21,1.289,1.2913,1.2729,1.2754,-0.0105508145849494,-0.010606869058016,-0.0142216725923648,0.9857783274076352,1.2363580151491729,-0.2026756689172301,1.2604950000000001,1.239968,63.75143843498279,1.274827831077373,1.2614761056270232,0.013351725450349905,0.010674403397541759,1,1.0,-0.0105508145849494,1.0219916329530148,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.0105508145849494,1.0482196924524851
2010-07-22,1.2754,1.2933,1.2734,1.2885,0.0102712874392345,0.0102188962112483,-0.0040964600401931,0.9959035399598068,1.2363580151491729,-0.1944861215303835,1.26328,1.240692,67.35751295336794,1.276931241680854,1.2634778755805771,0.01345336610027692,0.011230195938088793,1,1.0,0.0102712874392345,1.0324888027755679,0,0.0,0.0,0.9002394083398475,1,1.0,0.0102712874392345,1.0589862582131306
2010-07-23,1.2887,1.2965,1.2792,1.2902,0.0013193636010866,0.0013184940057216,-0.0027825011593768,0.9972174988406232,1.2363580151491729,-0.1934233558389606,1.26592,1.2417799999999999,68.83384932920535,1.278972589114569,1.265457292204238,0.013515296910330932,0.011687216132537221,1,1.0,0.0013193636010866,1.0338510309204796,0,0.0,0.0,0.9002394083398475,1,1.0,0.0013193636010866,1.060383446136268
2010-07-26,1.2896,1.3006,1.2874,1.2987,0.0065881258719577,0.0065665190179032,0.003787293244704,1.003787293244704,1.2363580151491729,-0.1881095273818464,1.2694500000000002,1.242958,68.73706004140787,1.2820075754046352,1.267919715003924,0.014087860400711083,0.012167344986171993,1,1.0,0.0065881258719577,1.040662171645037,0,0.0,0.0,0.9002394083398475,1,1.0,0.0065881258719577,1.0673693857519542
2010-07-27,1.2988,1.3046,1.2948,1.3,0.001001001001001,0.0010005003335836,0.0047920853300342,1.0047920853300345,1.2363580151491729,-0.1872968242060523,1.273515,1.2446119999999998,68.993839835729,1.284775640726999,1.2702960324110408,0.014479608315958181,0.01262979765212923,1,1.0,0.001001001001001,1.0417038755205577,0,0.0,0.0,0.9002394083398475,1,1.0,0.001001001001001,1.0684378235755299
2010-07-28,1.3,1.3042,1.2964,1.2987,-0.0010000000000001,-0.0010005003335836,0.003787293244704,1.003787293244704,1.2363580151491729,-0.1881095273818464,1.27728,1.245738,66.0560344827586,1.2869178498459222,1.2724000300102232,0.014517819835698997,0.013007402088843186,1,1.0,-0.0010000000000001,1.040662171645037,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.0010000000000001,1.0673693857519542
2010-07-29,1.2989,1.3107,1.2976,1.3081,0.0072380072380073,0.0072119385781369,0.011052712938629,1.011052712938629,1.2363580151491729,-0.1822330582645669,1.28011,1.246972,72.58726899383976,1.2901766421773186,1.275044472231688,0.015132169945630602,0.013432355660200668,1,1.0,0.0072380072380073,1.0481944919757242,0,0.0,0.0,0.9002394083398475,1,1.0,0.0072380072380073,1.0750950130916543
2010-07-30,1.3078,1.3092,1.2978,1.305,-0.002369849399893,-0.0023726619373876,0.0086566702736112,1.0086566702736113,1.2363580151491729,-0.184171042760691,1.2826099999999998,1.247932,74.42105263157885,1.2924571587654234,1.277263400214526,0.01519375855089744,0.013784636238340024,1,1.0,-0.002369849399893,1.0457104288879444,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.002369849399893,1.072547199820051
2010-08-02,1.3061,1.3195,1.305,1.3175,0.0095785440613025,0.0095329606587234,0.0183181326325536,1.0183181326325537,1.2363580151491729,-0.1763565891472879,1.2858,1.249592,74.01069518716565,1.2963099035707428,1.280243889087524,0.01606601448321876,0.014240911887315773,1,1.0,0.0095785440613025,1.0557268123064112,0,0.0,0.0,0.9002394083398475,1,1.0,0.0095785440613025,1.082820640431354
2010-08-03,1.3174,1.3254,1.3145,1.3225,0.0037950664136623,0.0037878833169371,0.0221827175761308,1.0221827175761309,1.2363580151491729,-0.1732308077019264,1.2888,1.2512999999999999,74.94845360824732,1.3003391491752438,1.283373971377337,0.01696517779790674,0.014785765069433967,1,1.0,0.0037950664136623,1.059733365673798,0,0.0,0.0,0.9002394083398475,1,1.0,0.0037950664136623,1.0869300166758755
2010-08-04,1.3225,1.324,1.313,1.3154,-0.0053686200378072,-0.0053830828652038,0.0166950069562514,1.0166950069562517,1.2363580151491729,-0.1776694173543395,1.29142,1.2532940000000001,62.97169811320736,1.3026562031482833,1.2857462697938307,0.016909933354452678,0.015210598726437709,1,1.0,-0.0053686200378072,1.0540440598921086,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.0053686200378072,1.0810947024086552
2010-08-05,1.3154,1.3235,1.3117,1.3184,0.0022806750798236,0.0022780782879566,0.0190137579223976,1.0190137579223977,1.2363580151491729,-0.1757939484871227,1.293895,1.254956,64.60481099656354,1.3050783257408551,1.2881650646239173,0.016913261116937806,0.01555113120453773,1,1.0,0.0022806750798236,1.0564479919125407,0,0.0,0.0,0.9002394083398475,1,1.0,0.0022806750798236,1.083560328155368
2010-08-06,1.3183,1.3334,1.3154,1.3279,0.0072057038834951,0.0071798668410746,0.026356469315194,1.026356469315194,1.2363580151491729,-0.1698549637409362,1.297085,1.256952,67.43940990516332,1.3085893525499543,1.2911083931702938,0.017480959379660543,0.015937096839562293,1,1.0,0.0072057038834951,1.0640604433105756,0,0.0,0.0,0.9002394083398475,1,1.0,0.0072057038834951,1.0913681430199584
2010-08-09,1.3292,1.3308,1.3213,1.3225,-0.0040665712779577,-0.0040748622638274,0.0221827175761308,1.0221827175761309,1.2363580151491729,-0.1732308077019264,1.30028,1.258788,67.72486772486769,1.3107294521576538,1.2934336973799017,0.017295754777752137,0.016208828427200263,1,1.0,-0.0040665712779577,1.0597333656737977,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.0040665712779577,1.0869300166758753
2010-08-10,1.3225,1.3231,1.3072,1.3175,-0.0037807183364839,-0.003787883316937,0.0183181326325538,1.018318132632554,1.2363580151491729,-0.1763565891472877,1.302525,1.26072,74.50523864959223,1.3117710749026301,1.295216386462872,0.016554688439758047,0.01627800042971182,1,1.0,-0.0037807183364839,1.055726812306411,0,0.0,-0.0,0.9002394083398475,1,1.0,-0.0037807183364839,1.082820640431354
2010-08-11,1.3174,1.3187,1.2827,1.2845,-0.0250474383301707,-0.0253664638655791,-0.0071881279950546,0.9928118720049454,1.2363580151491729,-0.1969867466866725,1.303045,1.2619200000000002,48.10964083175805,1.30757552491761,1.294422580058215,0.013152944859395,0.015652989315648454,1,1.0,-0.0250474383301707,1.0292835600816586,0,0.0,-0.0,0.9002394083398475,0,1.0,-0.0250474383301707,1.0556987572175138
2010-08-12,1.2843,1.2932,1.2778,1.2826,-0.0014791747761775,-0.0014802698351757,-0.0086566702736139,0.991343329726386,1.2363580151491729,-0.1981745436359098,1.302505,1.263244,46.41509433962265,1.303733136468747,1.2935468333872362,0.010186303081510806,0.014559652068820926,1,1.0,-0.0014791747761775,1.0277610698020516,0,0.0,-0.0,0.9002394083398475,0,0.0,-0.0,1.0556987572175138
2010-08-13,1.2839,1.2906,1.2746,1.2751,-0.0058474972711679,-0.0058646608252663,-0.0144535476889795,0.9855464523110204,1.2363580151491729,-0.2028632158039518,1.301615,1.2648139999999999,38.761904761904816,1.2993280385504784,1.292180401284478,0.007147637266000428,0.013077249108256826,1,1.0,-0.0058474972711679,1.0217512397509716,0,0.0,-0.0,0.9002394083398475,0,0.0,-0.0,1.0556987572175138
2010-08-16,1.2765,1.2871,1.2731,1.2821,0.0054897655085877,0.0054747516691588,-0.0090431287679715,0.9909568712320284,1.2363580151491729,-0.1984871217804459,1.3009799999999998,1.266624,41.91508581752489,1.296677571081174,1.291433704893035,0.005243866188138879,0.011510572524233239,1,1.0,0.0054897655085877,1.0273604144653132,0,0.0,0.0,0.9002394083398475,0,0.0,0.0,1.0556987572175138
