,return_lag_1,return_lag_2,return_lag_3,return_lag_5,rolling_mean_5,rolling_mean_10,rolling_std_5,rolling_std_10,momentum_3,momentum_5,momentum_10,high_low_range,open_close_range,SMA_ratio,RSI_14,MACD,target,simple_return,close
2007-03-02,-0.0029489603024575,-0.0010574816829066,0.003867151956324,0.0030476190476189,0.00039739132209089966,0.00041231621297695993,0.0026065250399170707,0.0021203141065172268,-0.003625651484251202,0.0019749335358905107,0.004110527517698026,0.0043969373057387824,0.0005309466019416891,1.0052379190239846,78.05486284289286,0.005927058966476828,0,0.0003791900500529,1.3191
2007-03-05,0.0003791900500529,-0.0029489603024575,-0.0010574816829066,0.0017470565894417,-0.0015136908319736003,-0.00050553678903438,0.004313565203592815,0.0033115785514278057,-0.010359168241966032,-0.0075826508947528515,-0.005093120486507008,0.010620415647921778,-0.008484848484848559,1.0041138142569017,55.88914549653571,0.004911592619667893,1,-0.0078083541808808,1.3088
2007-03-06,-0.0078083541808808,0.0003791900500529,-0.0029489603024575,0.003867151956324,-0.00169115545306726,-7.072380132625003e-05,0.004046855588956917,0.003467496065726258,-0.0044744425906264595,-0.00845985346325262,-0.0007612087995737538,0.0038089433991010083,0.002749980902910433,1.0034866307715173,49.736842105263186,0.004371137873653508,1,0.0029798288508557,1.3127
2007-03-07,0.0029798288508557,-0.0078083541808808,0.0003791900500529,-0.0010574816829066,-0.0007331062102621203,0.0002873284757942,0.004741735821963207,0.0036719137640333905,-0.0011371389583806346,-0.0037051039697542087,0.002816043838952842,0.0057680631451123635,0.003732764531119164,1.0031417201393782,54.30622009569385,0.0042887743219481855,0,0.0037327645311191,1.3176
2007-03-08,0.0037327645311191,0.0029798288508557,-0.0078083541808808,-0.0029489603024575,-0.0008415533726000202,4.476187450204003e-05,0.0048107816684524705,0.0038471517949608047,0.0032090464547676056,-0.0042469285605946094,0.0003809523809523707,0.004950495049504912,-0.0036424343602975695,1.0028360964653482,49.24078091106275,0.003808417985746493,0,-0.003491196114147,1.313
2007-03-09,-0.003491196114147,0.0037327645311191,0.0029798288508557,0.0003791900500529,-0.0011611080619708402,-0.00038185836993996994,0.004762243226247944,0.0037113045646441803,-0.0009903252837663024,-0.005837313319687731,-0.003873908089631728,0.0054903156931524295,-0.0012185833968012536,1.002032009863239,45.53376906318086,0.0032610343264916075,1,-0.0012185833968012,1.3114
2007-03-12,-0.0012185833968012,-0.003491196114147,0.0037327645311191,-0.0078083541808808,0.0015443785436120797,1.5343855819239995e-05,0.0037838024610274672,0.0041509770480860474,0.0009866423800848345,0.0077169926650366705,7.582650894755183e-05,0.00682386837516121,0.0047996343135760875,1.0011900371458877,55.03875968992231,0.003393300299138202,1,0.0057190788470338,1.3189
2007-03-13,0.0057190788470338,-0.0012185833968012,-0.003491196114147,0.0029798288508557,0.0010393976851097396,-0.00032587888397876,0.0037121425188323507,0.003933728370741652,0.004950495049504955,0.005180163022777462,-0.0033235138605636205,0.004926108374384199,0.0005307855626326379,1.0002545834520755,55.38461538461517,0.003506120644668931,1,0.000454924558344,1.3195
2007-03-14,0.000454924558344,0.0057190788470338,-0.0012185833968012,0.0037327645311191,0.0007324052184463397,-3.504959078900159e-07,0.0034905752568665234,0.004000583378094018,0.008387982308982966,0.0036429872495444826,-7.561436672964827e-05,0.0051421657592255875,0.0021218551076083005,0.9998860485433205,59.25233644859805,0.0037858958937921905,1,0.0021978021978021,1.3224
2007-03-15,0.0021978021978021,0.000454924558344,0.0057190788470338,-0.003491196114147,0.0016272566614814194,0.00039285164444069997,0.0025959914832619406,0.003869664436093486,0.003639396466752709,0.00814927646610819,0.003867738510541452,0.004306111656719829,0.0011344728482832074,0.9999050754270657,57.08661417322835,0.004065652617250004,1,0.0009830611010284,1.3237
2007-03-16,0.0009830611010284,0.0021978021978021,0.000454924558344,-0.0012185833968012,0.0030494881100491594,0.00094419002403916,0.002595048203104426,0.004242323042850376,0.009094353921940135,0.015327131310050257,0.009400348722613971,0.008111152835148436,0.005892573846037475,1.0001707488284732,61.2788632326819,0.004860725234007601,0,0.0058925738460375,1.3315
2007-03-19,0.0058925738460375,0.0009830611010284,0.0021978021978021,0.0057190788470338,0.0017104038464629396,0.00162739119503751,0.002600575154860474,0.003062125619812108,0.005898366606170713,0.008567745848813368,0.01635085574572126,0.0034581265975040876,-0.0010513667768097372,1.0012362908241432,55.99999999999995,0.005324548791478589,1,-0.0009763424708973,1.3302
2007-03-20,-0.0009763424708973,0.0058925738460375,0.0009830611010284,0.000454924558344,0.0018449489302835396,0.00144217330769664,0.002535982377470625,0.003027046907417651,0.006043665483115523,0.009245926487305933,0.014473984916584248,0.003829691371930693,0.0009771497294047496,1.0019933907349017,58.74524714828903,0.005746922817514433,1,0.001127649977447,1.3317
2007-03-21,0.001127649977447,-0.0009763424708973,0.0058925738460375,0.0021978021978021,0.0023515475355530197,0.00154197637699968,0.002856799745540572,0.0031258018748526644,0.004881712354487533,0.011796733212341204,0.015482695810564717,0.00747384155455905,0.004730795224149562,1.0026238769011748,67.63636363636365,0.0065149147431264876,0,0.0047307952241495,1.338
2007-03-22,0.0047307952241495,0.001127649977447,-0.0009763424708973,0.0009830611010284,0.00140755115989142,0.0015174039106864202,0.0039807745676269,0.0031704123115369734,0.0021049466245677273,0.007025761124121566,0.015232292460015229,0.0075018754688672236,-0.003885816768793972,1.0033595895852723,61.680672268907514,0.006643513377231347,0,-0.0037369207772796,1.333
2007-03-23,-0.0037369207772796,0.0047307952241495,0.001127649977447,0.0058925738460375,-0.0004761399033895803,0.00128667410332979,0.003530868644742234,0.003462182459956877,-0.002553127581287118,-0.0024033045437475975,0.01288699100198265,0.004667620266506048,-0.003525881470367537,1.0041900497662952,68.08905380333948,0.006293628963755404,1,-0.0035258814703675,1.3283
2007-03-26,-0.0035258814703675,-0.0037369207772796,0.0047307952241495,-0.0009763424708973,0.0004268000505504797,0.00106860194850671,0.003926118182169883,0.003211587998136545,-0.0037369207772796065,0.0021049466245677273,0.010690727121085652,0.006901725431357912,0.0035383572988029258,1.0047169454754363,68.55575868372935,0.00632270950631697,1,0.003538357298803,1.333
2007-03-27,0.003538357298803,-0.0035258814703675,-0.0037369207772796,0.001127649977447,0.0005013450738157596,0.00117314700204965,0.003946238838197452,0.0032064034655591217,0.0015003750937734317,0.002478035593602046,0.011746873815839276,0.0031460674157303232,0.0015755120414134526,1.0054667931043604,66.79536679536665,0.006432983897140643,0,0.0015003750937734,1.335
2007-03-28,0.0015003750937734,0.003538357298803,-0.0035258814703675,0.0047307952241495,-0.0009991210871190003,0.00067621322421701,0.0033112576755379426,0.003408655311069088,0.002258525935405986,-0.005007473841554644,0.006730187537810073,0.004882445729737813,-0.0034433715098436705,1.0058048848653773,67.97642436149312,0.0061509141589297656,1,-0.0027715355805243,1.3313
2007-03-29,-0.0027715355805243,0.0015003750937734,0.003538357298803,-0.0037369207772796,3.65253727705973e-06,0.00070560184858424,0.003021376972060769,0.003412859150310178,0.0,0.0,0.007025761124121566,0.0037509377344335285,0.0013521634615384795,1.0059602674004704,71.17647058823539,0.00599543599755159,1,0.0012769473447007,1.333
2007-03-30,0.0012769473447007,-0.0027715355805243,0.0015003750937734,-0.0035258814703675,0.0010389113519806796,0.00028138572429554996,0.0023135621650133506,0.002925308414456652,0.0001498127340824329,0.0051946096514341455,0.002778820878708288,0.008388256440982698,0.0015001500150015016,1.0056284470465742,67.83369803063461,0.005980797141798888,1,0.0016504126031506,1.3352
2007-04-02,0.0016504126031506,0.0012769473447007,-0.0027715355805243,0.003538357298803,0.0005259672738857598,0.00047638366221812,0.0018608971049717796,0.0028970090593209573,0.0039059565837904486,0.0026256564141036165,0.004736129905277275,0.0037411148522260495,-0.0005982202946234293,1.0050535312538864,68.31896551724151,0.006004874424137219,0,0.0009736369083284,1.3365
2007-04-03,0.0009736369083284,0.0016504126031506,0.0012769473447007,0.0015003750937734,-0.00029786382418056027,0.00010174062481759999,0.0022021711480813737,0.003042043759104346,0.0,-0.001498127340823996,0.0009761958399037152,0.004501125281320334,-0.0028426092160383195,1.0043831572288204,61.276595744680805,0.005676104495210055,1,-0.0026187803965582,1.333
2007-04-04,-0.0026187803965582,0.0009736369083284,0.0016504126031506,-0.0027715355805243,0.0008265858275582197,-8.626762978038998e-05,0.0020537026317306545,0.0027701083396241217,0.0011983223487117556,0.0041313002328551285,-0.0008968609865471766,0.00456313584679832,0.0027002700270027363,1.0035672087720222,63.232323232323154,0.005656970169182429,1,0.0028507126781696,1.3368
2007-04-05,0.0028507126781696,-0.0026187803965582,0.0009736369083284,0.0012769473447007,0.0014838235279777397,0.0007437380326274,0.0026678620454497893,0.0027980567107206973,0.004788627010849256,0.007426856714178642,0.007426856714178642,0.0066274480601683896,0.004713452042495864,1.003183576204741,61.924686192468684,0.006064121678200918,0,0.0045631358467983,1.3429
2007-04-06,0.0045631358467983,0.0028507126781696,-0.0026187803965582,0.0016504126031506,0.0003941907802272397,0.0007165510661039601,0.0035496736806484783,0.002845077113990729,0.003600900225056325,0.0019472738166568249,0.0071519987954529185,0.005157721632530951,-0.003797751135601968,1.0029025559765241,57.364341085271356,0.005907170619133595,0,-0.0037977511356019,1.3378
2007-04-09,-0.0037977511356019,0.0045631358467983,0.0028507126781696,0.0009736369083284,-0.00017428454582476028,0.00017584136403050004,0.003659576772556283,0.0027617957581098696,-0.00112208258527835,-0.0008978675645342493,0.0017254313578394243,0.0028458024413989557,-0.0014955507365587391,1.0024579613555937,53.42205323193898,0.005517454882039363,1,-0.0018687397219316,1.3353
2007-04-10,-0.0018687397219316,-0.0037977511356019,0.0045631358467983,-0.0026187803965582,0.0016375715859095797,0.0006698538808645101,0.004328270829600864,0.0033944189508636436,0.0007446570854121592,0.008177044261065358,0.006666666666666821,0.007887491628841389,0.006365134042234667,1.0022082669416066,55.3734061930783,0.005835284946913655,0,0.0064405002621135,1.3439
2007-04-11,0.0064405002621135,-0.0018687397219316,-0.0037977511356019,0.0028507126781696,0.0009334905131821198,0.0008800381703701699,0.004367745981077484,0.003218145935312316,0.003886978621617576,0.004637941352483521,0.008788402313528065,0.0025316455696203053,-0.0006696926854677602,1.0023114587664976,59.8425196850393,0.00594600326045458,1,-0.0006696926854677,1.343
2007-04-12,-0.0006696926854677,0.0064405002621135,-0.0018687397219316,0.0045631358467983,0.0007803570147085399,0.0011320902713431399,0.0042195857114893315,0.0033487431924173463,0.009585860855238604,0.0038722168441434057,0.011327831957989476,0.005489207032119333,0.0037974683544304577,1.0025264339852156,69.33593749999982,0.006371825263821851,1,0.0037974683544304,1.3481
2007-04-13,0.0037974683544304,-0.0006696926854677,0.0064405002621135,-0.0037977511356019,0.00222234919717348,0.00130826998870036,0.003420178422244698,0.0034245295331368016,0.006548106257906028,0.011137688742711926,0.013106650689035382,0.0051748355141567936,0.0032633686864940734,1.0030405367501039,69.27592954990197,0.006999784665162823,1,0.0034122097767228,1.3527
2007-04-16,0.0034122097767228,0.0037974683544304,-0.0006696926854677,-0.0018687397219316,0.00269959385184292,0.00126265465300908,0.002820515368862631,0.0034325108887477604,0.007743857036485391,0.013555006365610689,0.012644968200523632,0.003398847347421263,-0.0005169485266968059,1.0034339863761543,68.4738955823291,0.007467846479146001,1,0.0005174835514156,1.3534
2007-04-17,0.0005174835514156,0.0034122097767228,0.0037974683544304,0.0064405002621135,0.0018843769086266601,0.00176097424726812,0.0019115633776904655,0.0031570783584670367,0.006305170239596425,0.009450107894932502,0.01770442610652667,0.005233672416334869,0.002364415546032283,1.0042632938611555,75.65922920892476,0.00800472856726242,1,0.0023644155460322,1.3566
2007-04-18,0.0023644155460322,0.0005174835514156,0.0034122097767228,-0.0006696926854677,0.00260802501375794,0.0017707577634700302,0.0012852191999337464,0.0031609797685112026,0.005840171508834091,0.01310498883097555,0.017803710353081925,0.0051447890636483135,0.0029485478401887096,1.0051922087029177,76.74418604651142,0.008653229022997255,1,0.0029485478401887,1.3606
2007-04-19,0.0029485478401887,0.0023644155460322,0.0005174835514156,0.0037974683544304,0.0019220283294953799,0.0013511926721019598,0.001401734702583105,0.0030246687328190818,0.005689374907640099,0.009643201542912205,0.013552758954501476,0.004334729263096037,0.00022045855379186285,1.0054960409874243,75.951903807615,0.00910258716896628,0,0.0003674849331176,1.3611
2007-04-20,0.0003674849331176,0.0029485478401887,0.0023644155460322,0.0034122097767228,0.0009016244316043598,0.00156198681438892,0.001835623424695907,0.002679745426447389,0.0016217013121038182,0.004509499519479654,0.015697413664224724,0.0037533117456578467,-0.0016164584864070389,1.0059178204555606,71.90569744597232,0.009167439423854118,0,-0.0016898097127323,1.3588
2007-04-23,-0.0016898097127323,0.0003674849331176,0.0029485478401887,0.0005174835514156,0.0006215012862314599,0.00166054756903719,0.00200770394212452,0.002554753739795126,-0.0022049095987065614,0.0031032954041672056,0.01670036695873578,0.004787860931054766,-0.0013241135795203942,1.0066561061407229,75.30864197530838,0.009018050855189363,1,-0.0008831321754489,1.3576
2007-04-24,-0.0008831321754489,-0.0016898097127323,0.0003674849331176,0.0023644155460322,0.00103253096429666,0.0014584539364616597,0.0025819713046870037,0.0021882693629339113,0.0018367496877524925,0.005159958720330149,0.014658828781903388,0.007040187738339729,0.004493554327808467,1.0070502057857746,76.37795275590524,0.009276871197629433,1,0.0044195639363582,1.3636
2007-04-25,0.0044195639363582,-0.0008831321754489,-0.0016898097127323,0.0029485478401887,0.00045748845404712903,0.0015327567339025344,0.0023591242816379896,0.0021195136184459676,0.003606123049749721,0.0022784065853298507,0.015413253909158486,0.0032265160959154943,-0.0001466383165921094,1.0073756381336816,73.21428571428542,0.00938190854629184,0,7.333528894104546e-05,1.3637
2007-04-26,7.333528894104546e-05,0.0044195639363582,-0.0008831321754489,0.0003674849331176,-0.00012931791147201095,0.0008963552090116844,0.0027238231452839097,0.002310756112753956,0.0019151443724221284,-0.0006612298875908751,0.008975595282249005,0.005146302014409568,-0.002493399823995195,1.0072570123939986,75.92592592592568,0.009078084149417132,1,-0.0025665468944781,1.3602
2007-04-27,-0.0025665468944781,7.333528894104546e-05,0.0044195639363582,-0.0016898097127323,0.000899718873009449,0.0009006716523069045,0.002949455438283077,0.002316012186609747,0.000953358756233591,0.004489255225198718,0.009018999038959086,0.006740420543629479,0.0037505515516988563,1.0070528127950242,82.59911894273128,0.009111519916544797,0,0.003455374209675,1.3649
2007-04-30,0.003455374209675,-0.0025665468944781,7.333528894104546e-05,-0.0008831321754489,0.001032386043684269,0.0008269436649578644,0.0028628614640701555,0.002341164696766896,0.0006599692014372938,0.0051561579257513035,0.00827545441111277,0.006595339293565804,0.0011004328369158952,1.006834673392853,77.8975741239892,0.009009949421655783,0,-0.0002197963220748,1.3646
2007-05-01,-0.0002197963220748,0.003455374209675,-0.0025665468944781,0.0044195639363582,-0.0004670917443201708,0.00028271960998824445,0.00259627596969982,0.0025658238786611487,0.00014703720041175927,-0.0023467292461131217,0.0028011204481792618,0.00602763892972654,-0.0031508756503260574,1.006096209266238,71.53465346534676,0.008492651177264943,0,-0.003077825003664,1.3604
2007-05-02,-0.003077825003664,-0.0002197963220748,0.003455374209675,7.333528894104546e-05,-0.0006581775024906199,-0.00010034452422174556,0.0025816754196165523,0.002404482797477993,-0.00417613011942275,-0.0032998460071862468,-0.0010289578127297139,0.0038257798705119716,-0.000735186002058603,1.0051608806721697,65.20547945205475,0.007894851684625337,0,-0.0008820935019112,1.3592
2007-05-03,-0.0008820935019112,-0.003077825003664,-0.0002197963220748,-0.0025665468944781,-0.0007628787180623199,-0.0004460983147671656,0.0026868906160682367,0.00257245825097573,-0.007035028579803648,-0.003822967210704409,-0.004481669238116215,0.005461254612546179,-0.00301670222941652,1.0042619139868267,53.185595567867004,0.007001477703957315,1,-0.0030900529723366,1.355
2007-05-04,-0.0030900529723366,-0.0008820935019112,-0.003077825003664,0.003455374209675,-0.0008635476559382998,1.8085608535574423e-05,0.002491673083123474,0.002736657748109449,-0.0010291090855630847,-0.004322661000805916,0.00014718869590812922,0.005592347314201656,0.002878016382554804,1.003491669032546,57.10659898477165,0.006540840223902,1,0.0029520295202951,1.359
2007-05-07,0.0029520295202951,-0.0030900529723366,-0.0008820935019112,-0.0002197963220748,-0.0006577046534806598,0.00018734069510180444,0.0025983784808919492,0.0027270497363612108,0.0006621542083580234,-0.003297669646782908,0.0018414849734826877,0.0025733401955738977,7.352941176469779e-05,1.0027591033834933,54.691689008042985,0.006193151711335609,0,0.0008094186902134,1.3601
2007-05-08,0.0008094186902134,0.0029520295202951,-0.0030900529723366,-0.003077825003664,-0.0008950181175666199,-0.0006810549309433955,0.002910150681779568,0.002609731915953374,-0.0005166051660515647,-0.004483975301381893,-0.006820181871516451,0.007753082773388596,-0.004191176470588263,1.001690178186759,41.94373401534529,0.005387490891389346,0,-0.0042643923240938,1.3543
2007-05-09,-0.0042643923240938,0.0008094186902134,0.0029520295202951,-0.0008820935019112,-0.00095488384456384,-0.00080653067352723,0.002912895838032264,0.00259957533231612,-0.004635761589403931,-0.004782224838140059,-0.008066290239788776,0.0034745324166481307,-0.0011814221368973239,1.000522700669204,39.5522388059702,0.004567243914036734,0,-0.0011814221368973,1.3527
2007-05-10,-0.0011814221368973,-0.0042643923240938,0.0008094186902134,-0.0030900529723366,-0.0010465649777523002,-0.0009047218479073102,0.003002728114081816,0.002690399061149229,-0.008969928681714534,-0.00523985239852387,-0.009042787825319754,0.007270569033311099,-0.003548458638278935,0.9996245361917665,37.23653395784552,0.0034896459242128586,1,-0.0035484586382789,1.3479
2007-05-11,-0.0035484586382789,-0.0011814221368973,-0.0042643923240938,0.0029520295202951,-0.00099894135439832,-0.0009312445051683101,0.003082820959836123,0.002643539460820255,-0.0015506165546776973,-0.005003679175864528,-0.009304710967836471,0.005028841887294718,0.003041317409687703,0.9987079389970515,44.10480349344993,0.002948625893163248,1,0.003190147637065,1.3522
2007-05-14,0.003190147637065,-0.0035484586382789,-0.0011814221368973,0.0008094186902134,-0.00082063872947696,-0.00073917169147881,0.00323555753426934,0.0027678307176262663,0.0013306719893546592,-0.004117344312918214,-0.0074014363183350085,0.002510151347360537,0.0014047020553009115,0.9979239518533515,39.19239904988132,0.0026746230096552637,1,0.0017009318148202,1.3545
2007-05-15,0.0017009318148202,0.003190147637065,-0.0035484586382789,-0.0042643923240938,0.0006966915625842999,-9.91632774911602e-05,0.002986136218398815,0.0029035953821023816,0.008235032272423615,0.0034704275271357776,-0.0010291090855630847,0.005960264900662249,0.0035445281346920066,0.9977327434540328,44.94623655913984,0.002788442710500716,0,0.0033222591362125,1.359
2007-05-16,0.0033222591362125,0.0017009318148202,0.003190147637065,-0.0011814221368973,-0.00017077676941813988,-0.0005628303069909901,0.004092985028737491,0.003374529007432225,-0.0005176749001628567,-0.0008871146595698098,-0.005665097115950535,0.007917129115797212,-0.005591935839894085,0.9975000276138336,41.386138613861235,0.0022475499665990384,0,-0.0055187637969095,1.3515
2007-05-17,-0.0055187637969095,0.0033222591362125,0.0017009318148202,-0.0035484586382789,0.00022814914247738007,-0.0004092079176374601,0.003765584126308559,0.003280349574501673,-0.0037652270210410954,0.0011128421989761161,-0.004132841328413295,0.00496516970505421,-0.0017015609972626832,0.9975173673780601,33.82045929018783,0.0016306391277403076,1,-0.0015538290788013,1.3494
2007-05-18,-0.0015538290788013,-0.0055187637969095,0.0033222591362125,0.003190147637065,-0.0002023807554707,-0.0006006610549345101,0.0034522936583451266,0.0031140316537467327,-0.006033848417954402,-0.0010353498003254913,-0.006033848417954402,0.004145691442108417,0.001111687541688325,0.9972071361723764,35.918367346938794,0.001240402554528952,0,0.0010374981473246,1.3508
2007-05-21,0.0010374981473246,-0.0015538290788013,-0.0055187637969095,0.0017009318148202,-0.0011348087530216398,-0.0009777237412493,0.003439285759421506,0.0031523683051061764,-0.0034776174620790856,-0.00568475452196382,-0.009778692743180661,0.0069052569052569695,-0.0037724683778386746,0.9966236389505267,36.065573770491795,0.0006014376888561213,0,-0.0029612081729345,1.3468
2007-05-22,-0.0029612081729345,0.0010374981473246,-0.0015538290788013,0.0033222591362125,-0.00211111089211444,-0.00070720966476507,0.002390795596259255,0.002948465494555017,-0.0034830294945901175,-0.010522442972774049,-0.007088532821383775,0.002751543095114014,-0.0014851117546595394,0.9966102195058075,35.41247484909462,-7.355116816798457e-05,1,-0.0015592515592515,1.3447
2007-05-23,-0.0015592515592515,-0.0029612081729345,0.0010374981473246,-0.0055187637969095,-0.0008140064557785801,-0.0004923916125983601,0.0017544511751962095,0.0029880663119223085,-0.0035534498075213694,-0.004069552349241445,-0.004953056849264392,0.0063150074294206346,0.0008923259964307629,0.9967667163716358,40.38461538461552,-0.0004978466981080398,0,0.0009667583847698,1.346
2007-05-24,0.0009667583847698,-0.0015592515592515,-0.0029612081729345,-0.0015538290788013,-0.00097872355235116,-0.00037528720493689,0.0018757428186644872,0.002875828266973619,-0.0029700029700029384,-0.004891062694530879,-0.00378366347651915,0.0035001489425083025,-0.002229157378511007,0.9970305586538531,32.39130434782621,-0.0010798691594784415,1,-0.0023774145616642,1.3428
2007-05-25,-0.0023774145616642,0.0009667583847698,-0.0015592515592515,0.0010374981473246,-0.0009777036703475,-0.0005900422129091001,0.0018771140330664845,0.0026514224367345236,-0.0003718301479883612,-0.004885993485342022,-0.0059162845732879665,0.004538015176313044,0.001042597557342916,0.9972020062760809,32.82937365010805,-0.001411882550472754,1,0.0010425975573429,1.3442
2007-05-28,0.0010425975573429,-0.0023774145616642,0.0009667583847698,-0.0029612081729345,-0.00025155339121367995,-0.00069318107211766,0.00159975696967505,0.002571251007094066,-0.0006686478454681621,-0.0012622512622513238,-0.006939830195644259,0.0011895026392090148,0.00014870994125955683,0.9972258799508796,38.8888888888888,-0.0015841223006765048,0,0.0006695432227346,1.3451
2007-05-29,0.0006695432227346,0.0010425975573429,-0.0023774145616642,-0.0015592515592515,1.5690571666300026e-05,-0.0010477101602240702,0.0014292071014410707,0.0021690335086151664,0.0014894250819184052,7.436602959765004e-05,-0.010448859455482018,0.007436049970255806,-0.00022303174485165933,0.9967505551443376,40.14962593516208,-0.001724946922053494,0,-0.0002230317448516,1.3448
2007-05-30,-0.0002230317448516,0.0006695432227346,0.0010425975573429,0.0009667583847698,-0.00046023100415738,-0.0006371187299679802,0.0014295297967036446,0.0015202159984930596,-0.0009671179883946612,-0.002303120356612287,-0.0063633000369959225,0.0036488197185195505,-0.0014128494943486116,0.9967152649451742,43.27956989247299,-0.0019671890394052927,1,-0.0014128494943486,1.3429
2007-05-31,-0.0014128494943486,-0.0002230317448516,0.0006695432227346,-0.0023774145616642,0.00037268730917326004,-0.0003030181215889501,0.0012329544944610943,0.0016573114077507974,0.000148687829901073,0.0018617813523980065,-0.0030383874314510173,0.0038653088530438352,0.001787177004989171,0.9967696525153736,40.226628895183985,-0.0019431087719241624,0,0.001787177004989,1.3453
