,return_lag_1,return_lag_2,return_lag_3,rolling_mean_5,rolling_std_5,momentum_5,momentum_10,high_low_range,open_close_range,SMA_ratio,RSI_14,MACD,target,simple_return,prediction,position,rolling_vol,position_size,trade,strategy_return,strategy_equity,buy_hold,drawdown
2020-07-09,0.0050295831744033,-0.0032361028833146,0.0056462512448427,0.0008392480821483416,0.004443811613024904,0.004163701067615433,0.005855040949639401,0.008115674947726598,-0.004041437975398433,1.0004858542685893,61.02268205332271,0.004043307960515996,1,-0.0038128861429833,1,1,,,0.0,,,1.003074954231173,
2020-07-10,-0.0038128861429833,0.0050295831744033,-0.0032361028833146,0.000890163351545642,0.004441404549426985,0.004419191919191823,0.006997931821423498,0.006373881251051332,0.0007707709481367953,1.0010230615115736,52.817919075144516,0.003948360861507405,1,0.0008239713647801,1,1,,,0.0,,,1.0039014592701876,
2020-07-13,0.0008239713647801,-0.0038128861429833,0.0050295831744033,0.0006231575940387618,0.004111906810420455,0.0030857920936524508,0.008534243652656093,0.006690289824412935,0.002589368565242258,1.001805328249169,54.31436567164183,0.004217466571839301,1,0.0043112224573083,1,1,,,0.0,,,1.0082295017863179,
2020-07-14,0.0043112224573083,0.0008239713647801,-0.0038128861429833,0.002384545013660562,0.003927604065197679,0.01194858648310615,0.015398308856252818,0.007748948106591829,0.005561970577087535,1.0026751338565278,67.85059578368447,0.004884401626124246,1,0.0055708342147944,1,1,,,0.0,,,1.0138461811912343,
2020-07-15,0.0055708342147944,0.0043112224573083,0.0008239713647801,0.0014136914923843819,0.003703916165514776,0.007060900264783676,0.014032936074155122,0.005521472392638013,9.641595596425116e-05,1.0033391342903066,73.18929535968573,0.005367220809668005,0,0.0001753155680224,1,1,,,0.0,,,1.0140239242103772,
2020-07-16,0.0001753155680224,0.0055708342147944,0.0043112224573083,0.0017222809909197018,0.003187940546074851,0.008620689655172376,0.012820284697508733,0.006394884092725778,-0.002436053593179054,1.00383717885613,69.37398184780042,0.005477723351650532,1,-0.0022699386503067,1,1,,,0.0,,,1.0117221521124764,
2020-07-17,-0.0022699386503067,0.0001753155680224,0.0055708342147944,0.002281303269118402,0.0032357467034039317,0.011437575800497646,0.015907312562242204,0.005925446158963147,0.0035661897107521078,1.0043131145944895,70.07050261541931,0.0058305361882275974,1,0.0036190827557736,1,1,,,0.0,,,1.0153836583068208,
2020-07-20,0.0036190827557736,-0.0022699386503067,0.0001753155680224,0.0017849135035720217,0.0030303453516927962,0.008938015654749387,0.01205138860644217,0.00582726144921474,0.0009356827423373743,1.0047480382337137,73.63473589973131,0.006207235291663116,1,0.0018292736295764,1,1,,,0.0,,,1.0172410728568642,
2020-07-21,0.0018292736295764,0.0036190827557736,-0.0022699386503067,0.002162944944759842,0.003670902404024709,0.01083450210378678,0.022912545572281395,0.010319469978147025,0.007566622979466919,1.0060368626338747,77.1306542418946,0.007112885753993492,1,0.0074609914207335,1,1,,,0.0,,,1.024830699774267,
2020-07-22,0.0074609914207335,0.0018292736295764,0.0036190827557736,0.002786940417995002,0.0035102274682819066,0.013987730061349568,0.02114739629302731,0.008340824229013912,0.0032343938329734844,1.0067422015584309,80.4621072088722,0.008044516335546259,1,0.0032952929341982,1,1,0.0032637449873378025,3.0,0.0,0.009885878802594601,1.0098858788025946,1.0282078171379827,0.0
2020-07-23,0.0032952929341982,0.0074609914207335,0.0018292736295764,0.003783729973530002,0.002165186682940392,0.019052889556486763,0.027837828259559938,0.007602792862684295,0.002688009403711308,1.0078253616058725,81.32508833922235,0.008933235265987216,1,0.0027140091273683,0,0,0.003123012003257991,3.0,1.0,-0.0002,1.0096839016268342,1.0309983825385267,-0.00019999999999990804
2020-07-24,0.0027140091273683,0.0032952929341982,0.0074609914207335,0.004008107543571722,0.0022016816266403694,0.020192029968578495,0.031860553642407474,0.00670041180507901,0.004680348569606218,1.0090472318072923,81.04035874439441,0.009966468214156032,1,0.0047409706059822,0,0,0.003158358115099106,3.0,0.0,0.0,1.0096839016268342,1.0358863155649571,-0.00019999999999990804
2020-07-27,0.0047409706059822,0.0027140091273683,0.0032952929341982,0.005478217127882943,0.0027650861443248493,0.027677307752791203,0.036862703617516424,0.011944231913627578,0.009474280418104062,1.0104399296168753,88.99506290810614,0.011515964475950602,0,0.0091798215511325,0,0,0.003549659308453278,2.8171717708754933,0.0,0.0,1.0096839016268342,1.0453955670891035,-0.00019999999999990804
2020-07-28,0.0091798215511325,0.0047409706059822,0.0027140091273683,0.003251512340293282,0.004625920439697447,0.016320371847792225,0.0273316970546984,0.006544480281233524,-0.0037148807752794533,1.0110252347982882,81.72200520833326,0.012254105826633221,1,-0.0036725325172148,1,1,0.0037138304480589506,2.6926377334287146,1.0,-0.010088799633096512,0.9994974030505579,1.0415563178756166,-0.010286781873169835
2020-07-29,-0.0036725325172148,0.0091798215511325,0.0047409706059822,0.003788719901340102,0.004785488261172743,0.019041280597427823,0.033295354951796696,0.008006853323607404,0.005972747207740591,1.0119686436555972,89.22501169499459,0.013251976049229341,1,0.0059813307394323,0,0,0.0038086243287691634,2.625619944834966,1.0,-0.0002,0.9992975035699478,1.047786210696576,-0.010484724516795144
2020-07-30,0.0059813307394323,-0.0036725325172148,0.0091798215511325,0.004229811069021582,0.0047632542881235595,0.021282648047582287,0.04074103354678904,0.010094615923496966,0.004927988600315606,1.0133291412591117,89.98550724637684,0.014345441596286257,0,0.0049194649657757,0,0,0.0037609530374574547,2.658900523458909,0.0,0.0,0.9992975035699478,1.0529407582517207,-0.010484724516795144
2020-07-31,0.0049194649657757,0.0059813307394323,-0.0036725325172148,0.0019834966058236017,0.006711756260398538,0.009866163349347978,0.03025741118395131,0.012641236938238046,-0.006498987170830553,1.0140234606322527,79.67140072403238,0.01442521726311119,0,-0.0064906017100077,1,1,0.004263628857387239,2.3454199074278765,1.0,-0.015423186461837476,0.9838851518415398,1.0461065391656752,-0.02574620311740913
2020-08-03,-0.0064906017100077,0.0049194649657757,0.0059813307394323,-7.334953262479811e-05,0.005403371109622501,-0.0004250616339368518,0.02724048155719805,0.008742983500595396,-0.003086210404938011,1.014757229012837,76.1976047904191,0.014219625922155199,1,-0.0011044091411095,1,1,0.004251200912167565,2.352276499418911,0.0,-0.0025978756683753003,0.9813291405450949,1.044951209541246,-0.028277193351152686
2020-08-04,-0.0011044091411095,-0.0064906017100077,0.0049194649657757,0.0013398438223235218,0.005144525531862921,0.006663936244645674,0.02309306600992045,0.0073063850346248675,0.0031886670521410155,1.014758346781346,77.47556311092217,0.014214793664458325,1,0.0033934342575268,1,1,0.004080304988269203,2.4507971900997116,0.0,0.008316619143134783,0.9894904812610682,1.0484971827731475,-0.020195744855556263
2020-08-05,0.0033934342575268,-0.0011044091411095,-0.0064906017100077,0.0013997334309700218,0.005213350061296226,0.00696358747741721,0.02613746369796721,0.009509770889487889,0.006272249533819354,1.0149948851643869,82.34982097865013,0.014640126868092684,1,0.0062807787826648,1,1,0.004133845194622783,2.4190552691735494,0.0,0.015193551008718716,1.00452435536075,1.055082561632393,-0.005309038926459471
2020-08-06,0.0062807787826648,0.0033934342575268,-0.0011044091411095,0.0005674576884887019,0.004828971472070238,0.00279374403902799,0.024135850357727806,0.008349465533204216,0.0007075114128328689,1.0148092849282657,81.56254328854415,0.014878320952215196,0,0.0007580862533691,1,1,0.0038947881884785415,2.567533718414196,0.0,0.0019464120169914519,1.0064795736373846,1.0558824052185358,-0.003372960486633214
2020-08-07,0.0007580862533691,0.0062807787826648,0.0033934342575268,0.0002832196431491421,0.005360815640222883,0.001359272789057897,0.011238846945779146,0.010859421396453654,-0.0079368419280717,1.013794653041427,71.43396226415109,0.014145529183909877,0,-0.0079117919367055,1,1,0.0045382785797788315,2.2034786591896127,0.0,-0.017433464688479023,0.9889331475307018,1.0475284833188185,-0.020747622787572893
2020-08-10,-0.0079117919367055,0.0007580862533691,0.0062807787826648,-0.0002933872874310581,0.005692188772837223,-0.0015308725973804949,-0.0019552835161098514,0.005681431005110694,-0.003057065217391345,1.0118790028963032,63.772138514406564,0.013035273192401053,1,-0.0039874437940105,1,1,0.004705513978227934,2.12516635722883,0.0,-0.008473981402372,0.9805529464303374,1.0433515223689598,-0.02904578922029961
2020-08-11,-0.0039874437940105,-0.0079117919367055,0.0007580862533691,-0.0009380025886808781,0.005342022417259005,-0.00473813136236112,0.0018942302769671127,0.0074944643161302515,3.4066907405990627e-05,1.0106217180535801,61.962253677490956,0.012032818803698664,1,0.0001703577512777,1,1,0.004627457247836402,2.161014022263645,0.0,0.0003681454893124121,0.9809139325745978,1.0435292653881028,-0.02868833680727211
2020-08-12,0.0001703577512777,-0.0039874437940105,-0.0079117919367055,-0.0014225691781213183,0.004578894706360317,-0.007134433962264097,-0.00022052773984504448,0.009162403603878683,0.0037297228253928135,1.0089690623789398,62.68209666439765,0.011471661447265857,1,0.0038579458354626,1,1,0.004647122113299629,2.151869427183963,0.0,0.00830179569506366,0.9890572796372736,1.0475551447716902,-0.020624705823213525
2020-08-13,0.0038579458354626,0.0001703577512777,-0.0039874437940105,-0.0010702542305818584,0.004848463633265817,-0.005386751956905966,-0.002608057124047325,0.006786832529406904,0.002562188210540624,1.00684112699981,61.35081782289907,0.011138200140120347,1,0.0025196609910664,1,1,0.004557674201824222,2.1941015432822013,0.0,0.005528392069046749,0.9945251760578533,1.0501946286059625,-0.015210335214266254
2020-08-14,0.0025196609910664,0.0038579458354626,0.0001703577512777,0.0009149136684796615,0.0030427052033320284,0.004564350555696928,0.005929827542264787,0.005945544219985269,0.002047966420120922,1.0056535687353811,56.21405750798731,0.010939867775375367,1,0.0020140475586021,1,1,0.004539492284302353,2.202889524579694,0.0,0.004436724268849873,0.9989376100424514,1.0523097705337634,-0.010841095008798811
2020-08-17,0.0020140475586021,0.0025196609910664,0.0038579458354626,0.0022495282971554016,0.001344299456470787,0.011294718909710344,0.009746555536655821,0.004548287653925719,0.002617889474395251,1.0048046868022933,62.4308493328994,0.01091348352635424,1,0.0026856293493682,1,1,0.004543845016356452,2.2007792880265633,0.0,0.005910477447405789,1.0048418082579726,1.0551358845381358,-0.004994693608947818
2020-08-18,0.0026856293493682,0.0020140475586021,0.0025196609910664,0.0033390522525178017,0.0014419389663457196,0.01680292965423269,0.011985183803897348,0.008090926603737239,0.005651858964640079,1.0042661293780468,62.221858638743406,0.011300521695624344,0,0.0056179775280897,1,1,0.004441388398365305,2.2515481878776002,0.0,0.012649147122907444,1.017552200125876,1.0610636142265522,0.0
2020-08-19,0.0056179775280897,0.0026856293493682,0.0020140475586021,0.0010883143916158016,0.0049485916171040254,0.005404121384880334,-0.001768867924528239,0.010437937726774104,-0.0074206841100203265,1.0028897383546513,50.24162120031179,0.010770588390116576,1,-0.0073957434690474,1,1,0.004868231456596895,2.054134050353973,0.0,-0.015191848487453278,1.0020937012734892,1.0532162599313923,-0.01519184848745316
2020-08-20,-0.0073957434690474,0.0056179775280897,0.0026856293493682,0.0008206491750918415,0.004887635224717509,0.004061944656004179,-0.001346687989226325,0.005705857564264782,0.0011475437501054962,1.0016327930927134,58.12305565157282,0.010344337642039347,0,0.0011813349084466,1,1,0.0048554151937850775,2.0595561040382258,0.0,0.0024330255216046337,1.0045318208237268,1.054460461065393,-0.01279578512093885
2020-08-21,0.0011813349084466,-0.0073957434690474,0.0056179775280897,-0.0007486162995446984,0.005614272128914509,-0.0038004188906154424,0.0007465852210062351,0.011012394242018393,-0.005874173022628562,1.0011145525513856,52.97731568998118,0.009340473521556536,0,-0.0058322798145806,1,1,0.005015328478919208,1.9938873479638919,0.0,-0.011628908932077452,0.9928502117599938,1.0483105526030478,-0.024275893033130463
2020-08-24,-0.0058322798145806,0.0011813349084466,-0.0073957434690474,-0.0013230435817854584,0.005313950890231136,-0.006653976382595239,0.004565587734241872,0.00573192239858915,-0.0006270655029234496,1.0014386150695247,49.63992631050082,0.008429976293012675,1,-0.0001865070618356,1,1,0.004592272304182381,2.17757121913101,0.0,-0.00040613241001789016,0.9924469831107049,1.0481150352819906,-0.024672166216205493
2020-08-25,-0.0001865070618356,-0.0058322798145806,0.0011813349084466,-0.0017835675909985784,0.00461597429642057,-0.008928496645531858,0.007724408107647962,0.00523126589873836,0.0032898362712928766,1.0017277133857176,46.50418075075611,0.00793246448953222,1,0.0033153574820241,1,1,0.0045526000370586985,2.1965470101917206,0.0,0.007282338564856788,0.9996743180493878,1.0515899113062348,-0.01756949871886351
2020-08-26,0.0033153574820241,-0.0001865070618356,-0.0058322798145806,-0.0002655435771015586,0.003395682384488614,-0.0013500970382246402,0.004046728258379817,0.0057710181664553375,0.0001352105058562526,1.0019401345616763,45.85884047533316,0.007470625162138367,0,0.0001943766004377,1,1,0.004365219445766569,2.290835575219041,0.0,0.00044528483127282017,1.0001194578594281,1.0517943157782492,-0.01713203731886331
2020-08-27,0.0001943766004377,0.0033153574820241,-0.0001865070618356,-0.0008059930682965786,0.0033220739404252017,-0.004045512010113939,0.0,0.011923500042312057,-0.0016137072177491558,1.0020711010338585,53.12891113892353,0.006880060160195711,1,-0.0015209125475285,1,1,0.004234331697696869,2.3616477673298917,0.0,-0.0035918597221747,0.9965271690613796,1.050194628605963,-0.020662361166233628
2020-08-28,-0.0015209125475285,0.0001943766004377,0.0033153574820241,0.0017787585703409614,0.0034585579615715773,0.008901473405788396,0.0050672251874872565,0.009301895670879195,0.006955138510483574,1.0020285313483772,65.57535838822164,0.007007451567104583,1,0.0070914783786071,1,1,0.004248307557129211,2.3538785423429864,0.0,0.016692478788892486,1.0131616776934917,1.0576420611080515,-0.004314788402836955
2020-08-31,0.0070914783786071,-0.0015209125475285,0.0001943766004377,0.0024244224457357416,0.0032975414800834536,0.01215913715913719,0.005424254165052211,0.006961548127670302,0.0024016660508549303,1.0018149188356131,67.71438953488372,0.0073161775802996765,0,0.0030418123151383,1,1,0.00426409802812338,2.3451618452592133,0.0,0.007133542181901936,1.0203891092584048,1.0608592097545382,0.0
2020-09-01,0.0030418123151383,0.0070914783786071,-0.0015209125475285,0.0014262583800086612,0.003692179434712549,0.007124324963871276,-0.0018677811932021893,0.00934799026600667,-0.001683826054904514,1.0011227751928753,62.35002856598735,0.007315137532742266,0,-0.0016754628466113,1,1,0.004250228034067093,2.352814936009653,0.0,-0.0039420540102363165,1.0163666802782512,1.059081779563109,-0.00394205401023635
2020-09-02,-0.0016754628466113,0.0030418123151383,0.0070914783786071,0.00030657413149956134,0.004832075084416485,0.0014871144909167633,0.0001350097038224085,0.009111924809746505,-0.005479153206521221,1.0012183045508005,53.17970703822794,0.006717227096248779,0,-0.0054040446421078,1,1,0.004218340052065465,2.3706007283845234,0.0,-0.012810832164803233,1.0033461773193082,1.053358454346707,-0.01670238518272992
2020-09-03,-0.0054040446421078,-0.0016754628466113,0.0030418123151383,0.0004825147362755213,0.00476444144938971,0.002369467716002438,-0.001685630004214067,0.006551287463064575,-0.0007255179860969333,1.0012015956514486,50.38631346578375,0.006111602371403402,0,-0.0006412095236487,1,1,0.004215428197264573,2.3722382477037764,0.0,-0.0015211017567913654,1.001819985686318,1.052683030873964,-0.01819808091207721
2020-09-04,-0.0006412095236487,-0.0054040446421078,-0.0016754628466113,-0.0010387779846126387,0.003022604726649737,-0.005201331002957721,0.003653842893233117,0.007297975318652898,-0.0006331037277145854,1.0013461678132458,46.74647615369775,0.00551880120667958,0,-0.0005149852258337,1,1,0.0038022118010448943,2.6300481202156805,0.0,-0.0013544359251427703,1.0004630847071785,1.0521409146655782,-0.019527868702663875
2020-09-07,-0.0005149852258337,-0.0006412095236487,-0.0054040446421078,-0.0020390687517901785,0.001983583984705641,-0.010161682164697927,0.0018738977072310092,0.003275303198287059,-0.0021029339729404604,1.0012127679602998,36.97301854974717,0.004806392303187357,0,-0.0019596415207494,1,1,0.0037098410275788586,2.695533292575145,0.0,-0.0052822789606925945,0.9951783596038802,1.0500790956435202,-0.02470699601336113
2020-09-08,-0.0019596415207494,-0.0005149852258337,-0.0006412095236487,-0.0025333811267369585,0.002169560277607931,-0.012612234622807694,-0.005577763316909845,0.006093467157316937,-0.004088023698688015,1.000551239063856,40.31257182256964,0.003802580287024959,1,-0.0041470247213452,1,1,0.0038427248099230744,2.6023200969731124,0.0,-0.010791885775000934,0.9844385084212824,1.0457243916745187,-0.035232246709542385
2020-09-09,-0.0041470247213452,-0.0019596415207494,-0.0005149852258337,-0.0007539906078950186,0.002787125093318624,-0.0037797614025615323,-0.002298267849598745,0.00704618980673782,0.0034843797803990827,1.000235079321334,43.812202509735855,0.003300646880777691,1,0.0034929079521019,1,1,0.0038248218199505345,2.614500876312541,0.0,0.00913221090164946,0.9934286084998908,1.0493770107179057,-0.026421784115383436
2020-09-10,0.0034929079521019,-0.0041470247213452,-0.0019596415207494,-0.00042588081922415846,0.0028980783110899317,-0.0021443647108486674,0.00022002200220017087,0.010025719990524332,0.0009908620499833954,1.0002460498033499,52.9397233201579,0.002963911056728774,1,0.0009993394197056,1,1,0.0037890126867274943,2.6392099543580123,0.0,0.0026374665442693793,0.9960487432189294,1.050425694530849,-0.02385400414275818
2020-09-11,0.0009993394197056,0.0034929079521019,-0.0041470247213452,0.00011198711835858146,0.003118581645568371,0.0005405907643445396,-0.004663552030115592,0.004828919487053892,0.0021234835281975025,0.9997585972304519,56.03548914312412,0.0028713241739928286,1,0.00217435446208,1,1,0.003793624543509679,2.6360015033929747,0.0,0.005731601630952102,1.0017576978200708,1.0527096923268358,-0.018259124160855452
2020-09-14,0.00217435446208,0.0009993394197056,0.0034929079521019,0.0008365367997635615,0.002932220661556434,0.004172414668619062,-0.0060316662478008265,0.004804045512010146,0.002534854245880958,0.9991829182648156,53.949620934213826,0.0029232139476442764,0,0.0016631068862755,1,1,0.0037626561015719952,2.657697044335812,0.0,0.0044200342560689315,1.0061855011607164,1.0544604610653936,-0.01391979585906326
2020-09-15,0.0016631068862755,0.00217435446208,0.0009993394197056,0.0013625283432740615,0.0018514792695605404,0.006824343273815092,-0.005873961567508523,0.005275597197602843,-0.0015086515689133142,0.9989812052852349,51.4130946773435,0.0027869656056600522,0,-0.0015170670037927,1,1,0.0035305251562960053,2.8324398091787972,0.0,-0.004297000974734045,1.0018619210814654,1.0528607738931073,-0.018156983457422882
2020-09-16,-0.0015170670037927,0.0016631068862755,0.00217435446208,0.00012710198202560142,0.002116494539426028,0.0006267043818493079,-0.003155425813745616,0.008175908998578105,-0.0026842238541404427,0.9988163641561453,49.794708029197004,0.002394782823698982,1,-0.0026842238541404,1,1,0.003177433983714781,3.0,0.0,-0.008052671562421199,0.9937942560801001,1.0500346598887347,-0.026063442795497105
2020-09-17,-0.0026842238541404,-0.0015170670037927,0.0016631068862755,0.0003842724893093614,0.002317545435434496,0.0019120782429187244,-0.00023638666103842354,0.009829254699295818,0.0025397470411947934,0.9988888884196494,42.321802935010545,0.0022756107543711046,0,0.0022851919561244,1,1,0.0032111206813063035,3.0,0.0,0.0068555758683732,1.0006072880002108,1.0524341906471641,-0.01938654683659934
2020-09-18,0.0022851919561244,-0.0026842238541404,-0.0015170670037927,-0.00010464241519899861,0.002092417590398032,-0.0005318565169308842,8.446730692668325e-06,0.003843230002533856,-0.00038839542031149897,0.998707528635144,35.943775100401695,0.0021307823723693,0,-0.0002702200604618,1,1,0.002914940164529877,3.0,0.0,-0.0008106601813854,0.999796135514625,1.0521498018165354,-0.02018149111640977
2020-09-21,-0.0002702200604618,0.0022851919561244,-0.0026842238541404,-0.0016197961009260784,0.0030266541189145515,-0.008091024020227655,-0.003952368458914779,0.012057099158806971,-0.00608896132960615,0.9984168642595177,31.435022579026793,0.0014346258637083498,0,-0.0059126615423599,1,1,0.003218904982920458,3.0,0.0,-0.0177379846270797,0.9820617670326529,1.0459287961465331,-0.037561496764315014
2020-09-22,-0.0059126615423599,-0.0002702200604618,0.0022851919561244,-0.0023920900669786383,0.0034560790429203165,-0.011927070144340357,-0.0051841212914410795,0.0070478484840717495,-0.005184121291441095,0.9984371402074097,31.522012578616597,0.0003678978200143401,0,-0.0053785368340555,1,1,0.003318955409276853,3.0,0.0,-0.016135610502166498,0.9662156008707447,1.0403032295906596,-0.05309102958481413
2020-09-23,-0.0053785368340555,-0.0059126615423599,-0.0002702200604618,-0.002656564311672919,0.0035337473223504908,-0.013237185997697742,-0.012618777418316629,0.006089820564723542,-0.0038704385642637394,0.9979209768237752,28.685897435897544,-0.0008461813916549321,1,-0.0040065950776118,1,1,0.00340230860782825,2.93918076008489,0.0,-0.011776107165567429,0.9548373424098476,1.036135155791758,-0.06424193109646048
2020-09-24,-0.0040065950776118,-0.0053785368340555,-0.0059126615423599,-0.0029557820009387782,0.0030394693677768445,-0.014710104541385882,-0.012826153169311905,0.0053136784367500715,0.0008148561135652154,0.9972672613338424,30.575130711525475,-0.0017143496470464203,0,0.0007891035097951,1,1,0.0034137446099644173,2.9293345409644553,0.0,0.00231154816763907,0.9570444949190884,1.0369527736798154,-0.06207888124693312
2020-09-25,0.0007891035097951,-0.0040065950776118,-0.0053785368340555,-0.003553092119802878,0.0026480157898760635,-0.017653518033617588,-0.018175985411935547,0.00637145313843501,-0.003359270558392969,0.9965872533467748,29.57994281944157,-0.0026781356061473804,1,-0.0032567706547823,1,1,0.002932309042641316,3.0,0.0,-0.0097703119643469,0.9476938716399681,1.0335756563161,-0.07124266317509982
2020-09-28,-0.0032567706547823,0.0007891035097951,-0.0040065950776118,-0.0018236982464125786,0.0034299331206321722,-0.009108675333503347,-0.017126000842815126,0.005745253734414866,0.003036167376252555,0.9960268911069616,38.01142857142856,-0.0031490432879941466,1,0.0027343078245916,1,1,0.0029099149761870804,3.0,0.0,0.0082029234737748,0.9554677319455961,1.0364017703204726,-0.0636241378154183
2020-09-29,0.0027343078245916,-0.0032567706547823,0.0007891035097951,0.0005759899809860615,0.004385282018629471,0.00284476793357058,-0.009116231957457699,0.007283414260158496,0.0065163337048787205,0.9958626215506108,42.73648648648656,-0.002866261063936726,0,0.0066199043029377,1,1,0.0033851848009599467,2.9540484753341296,0.0,0.019555518212950956,0.9741523985795452,1.0432626508593894,-0.045312822588300036
2020-09-30,0.0066199043029377,0.0027343078245916,-0.0032567706547823,0.0010927873166379416,0.003826934339898672,0.005446529659999477,-0.007862753063849759,0.006142139341255636,-0.0014055951204551822,0.9956246656079354,39.83281086729392,-0.00274526346886117,1,-0.0014226083993524,1,1,0.0032093920742387056,3.0,0.0,-0.0042678251980572,0.9699948864261395,1.0417784966495462,-0.0493872605803198
2020-10-01,-0.0014226083993524,0.0066199043029377,0.0027343078245916,0.0012915519264351015,0.003833022216086504,0.006444977716832279,-0.008359933120535068,0.004649499284692435,0.0016889298326424867,0.9952141077195344,39.223137006544206,-0.002452456082761012,0,0.0017829265587809,1,1,0.003251176659053458,3.0,0.0,0.0053487796763427,0.975183175360812,1.0436359111995896,-0.044302642479639345
2020-10-02,0.0017829265587809,-0.0014226083993524,0.0066199043029377,0.0014796592422134213,0.0035679194553888843,0.007394668959587181,-0.010389390995861114,0.004609081597815015,-0.0024181737679233963,0.994688395353058,34.51787198669983,-0.002412080426041019,1,-0.0023162340758907,1,1,0.0032785910774329316,3.0,0.0,-0.006948702227672099,0.968406917857794,1.0412186061392459,-0.05094349883682141
2020-10-05,-0.0023162340758907,0.0017829265587809,-0.0014226083993524,0.0020355631262538214,0.004002356172521765,0.01018710662161948,0.0009856402413119802,0.00762270172996281,0.00589159465828762,0.9949354325031821,43.709738537324796,-0.0018376313454082638,0,0.0055138272447936,1,1,0.0035222892641962374,2.8390626805268737,0.0,0.015654101157565825,0.9835664577116265,1.0469597056575626,-0.03608687236336741
2020-10-06,0.0055138272447936,-0.0023162340758907,0.0017829265587809,-0.0001135030440802584,0.003805410702393737,-0.0005963029218842841,0.002246768668255461,0.006708148653256089,-0.004150786442462003,0.995305846964914,42.361366140286584,-0.0017543150418311004,1,-0.0041254265487327,1,1,0.003521000074260657,2.8401021837807856,0.0,-0.01171663295008297,0.9720423705446061,1.0426405502923894,-0.04738068867565235
2020-10-07,-0.0041254265487327,0.0055138272447936,-0.0023162340758907,0.0006960783016613216,0.0038869901212454532,0.003454953379456116,0.00892030054551074,0.005015812561634999,0.002497123620403204,0.9963808005102854,42.76075857038653,-0.0014233485357024733,0,0.0026252983293555,1,1,0.003478955811268298,2.8744257019908432,0.0,0.007546224993293072,0.9793776209757498,1.0453777927871903,-0.04019200901944279
