,open,high,low,close,simple_return,log_return,cum_return,equity_curve,rolling_peak,drawdown,SMA_20,SMA_50,RSI_14,signal,position,trade,strategy_return,strategy_equity,buy_hold
2008-09-18,1.4323,1.4542,1.4279,1.4323,0.0,0.0,0.1070490029370838,1.107049002937084,1.2363580151491729,-0.03122999425230037,1.439055,1.5000040000000001,38.147138964577586,0,0.0,0.0,0.0,1.0638620198801063,1.1070490029370936
2008-09-19,1.4327,1.4498,1.4152,1.4464,0.0098443063603994,0.0097961668520927,0.1179471324779712,1.1179471324779713,1.2363580151491729,-0.03122999425230037,1.437425,1.4970579999999998,45.93709043250321,0,0.0,0.0,0.0,1.0638620198801063,1.117947132477981
2008-09-22,1.4466,1.4867,1.4438,1.4797,0.0230226769911505,0.0227616538705766,0.1436852682021947,1.1436852682021947,1.2363580151491729,-0.03122999425230037,1.4376499999999999,1.4948440000000003,57.862339115836605,0,0.0,0.0,0.0,1.0638620198801063,1.1436852682022047
2008-09-23,1.4798,1.4827,1.4623,1.4668,-0.0087179833750083,-0.0087562073113175,0.1337146390477659,1.133714639047766,1.2363580151491729,-0.03122999425230037,1.43778,1.4923579999999999,54.68006345848759,0,0.0,0.0,-0.0,1.0638620198801063,1.133714639047776
2008-09-24,1.467,1.4746,1.4604,1.4614,-0.0036814835014998,-0.0036882768400535,0.1295408873087027,1.1295408873087027,1.2363580151491729,-0.03122999425230037,1.437285,1.489948,60.966981132075524,0,0.0,0.0,-0.0,1.0638620198801063,1.1295408873087127
2008-09-25,1.4613,1.4768,1.4561,1.4615,6.842753524027856e-05,6.84251941832836e-05,0.1296181790075743,1.1296181790075743,1.2363580151491729,-0.03122999425230037,1.4368750000000001,1.4874619999999998,60.57176891006556,0,0.0,0.0,0.0,1.0638620198801063,1.1296181790075843
2008-09-26,1.4619,1.4678,1.4555,1.4601,-0.0009579199452617,-0.0009583790437823,0.1285360952233727,1.1285360952233727,1.2363580151491729,-0.03122999425230037,1.436525,1.484972,65.44401544401549,0,0.0,0.0,-0.0,1.0638620198801063,1.1285360952233827
2008-09-29,1.4612,1.4636,1.4303,1.4414,-0.0128073419628792,-0.0128900630171776,0.1140825475343945,1.1140825475343945,1.2363580151491729,-0.03122999425230037,1.435655,1.481952,59.05923344947741,0,0.0,0.0,-0.0,1.0638620198801063,1.1140825475344045
2008-09-30,1.4416,1.4426,1.4008,1.4115,-0.0207437213819897,-0.0209618947967966,0.0909723295718036,1.0909723295718037,1.2363580151491729,-0.03122999425230037,1.4336499999999999,1.478602,54.06698564593299,0,0.0,0.0,-0.0,1.0638620198801063,1.0909723295718137
2008-10-01,1.4114,1.4174,1.3976,1.4006,-0.0077222812610697,-0.0077522524721266,0.0825475343948056,1.0825475343948057,1.2363580151491729,-0.03122999425230037,1.431225,1.4752459999999998,49.74173553719012,0,0.0,0.0,-0.0,1.0638620198801063,1.0825475343948157
2008-10-02,1.4008,1.4025,1.3747,1.38,-0.0147079822933029,-0.014817217070167,0.066625444427268,1.066625444427268,1.2363580151491729,-0.03122999425230037,1.429015,1.471494,39.195461578133056,0,0.0,0.0,-0.0,1.0638620198801063,1.066625444427278
2008-10-03,1.3798,1.3907,1.3704,1.3782,-0.0013043478260867,-0.0013051992281426,0.0652341938475804,1.0652341938475804,1.2363580151491729,-0.03122999425230037,1.426625,1.467642,36.800422386483675,0,0.0,0.0,-0.0,1.0638620198801063,1.0652341938475907
2008-10-06,1.3771,1.3773,1.3444,1.3485,-0.02154984762734,-0.0217854363433229,0.0422785592827326,1.0422785592827326,1.2363580151491729,-0.03122999425230037,1.4234449999999998,1.4631379999999998,34.676616915422926,0,0.0,0.0,-0.0,1.0638620198801063,1.0422785592827426
2008-10-07,1.3487,1.3743,1.3482,1.3626,0.0104560622914349,0.0104017757597831,0.0531766888236198,1.0531766888236198,1.2363580151491729,-0.03122999425230037,1.421065,1.459224,31.93364437532405,0,0.0,0.0,0.0,1.0638620198801063,1.05317668882363
2008-10-08,1.3616,1.3755,1.3545,1.3632,0.0004403346543373,0.0004402377354835,0.053640439016849,1.053640439016849,1.2363580151491729,-0.03122999425230037,1.4194149999999999,1.455336,32.14470284237727,0,0.0,0.0,0.0,1.0638620198801063,1.0536404390168594
2008-10-09,1.363,1.3786,1.3581,1.3596,-0.0026408450704226,-0.0026443382530904,0.0508579378574733,1.0508579378574734,1.2363580151491729,-0.03122999425230037,1.4173149999999999,1.4513340000000001,26.28415300546449,0,0.0,0.0,-0.0,1.0638620198801063,1.0508579378574838
2008-10-10,1.3597,1.3652,1.326,1.3393,-0.0149308620182406,-0.0150434494288845,0.0351677229865505,1.0351677229865506,1.2363580151491729,-0.03122999425230037,1.413185,1.4469919999999998,8.705882352941131,0,0.0,0.0,-0.0,1.0638620198801063,1.035167722986561
2008-10-13,1.3407,1.3684,1.3405,1.3596,0.0151571716568357,0.0150434494288845,0.0508579378574733,1.0508579378574734,1.2363580151491729,-0.03122999425230037,1.409755,1.443038,19.78579481397965,0,0.0,0.0,0.0,1.0638620198801063,1.050857937857484
2008-10-14,1.3593,1.377,1.359,1.3616,0.0014710208884967,0.0014699399971488,0.0524037718349044,1.0524037718349044,1.2363580151491729,-0.03122999425230037,1.40733,1.4393699999999998,21.321839080459725,0,0.0,0.0,0.0,1.0638620198801063,1.052403771834915
2008-10-15,1.3618,1.369,1.345,1.3461,-0.0113836662749705,-0.0114489561690622,0.0404235585098156,1.0404235585098156,1.2363580151491729,-0.03122999425230037,1.4030200000000002,1.4354660000000001,19.535374868004197,0,0.0,0.0,-0.0,1.0638620198801063,1.0404235585098263
